nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucla_lead_sponsor,ucla_principal_investigator,ucla_study_chair,ucla_study_director,ucla_unspecified_official,ucla_responsible_party,registration_year,start_year,completion_year
NCT00004323,2005-06-23,1999-10-18,NA,Interventional,Phase 2,10,Completed,Phase II Study of Bone Marrow Transplantation Using Related Donors in Patients With Aplastic Anemia,1995-02-01T00:00:00Z,NA,NA,FALSE,NA,NA,NIH,FALSE,NA,NA,"University of California, Los Angeles",NA,NA,NA,1999,1995,NA
NCT00004340,2005-06-23,1999-10-18,NA,Interventional,Phase 2,109,Completed,Phase II Randomized Study of the Effects of Growth Hormone on Children and Adolescents on Maintenance Dialysis,1995-06-01T00:00:00Z,NA,NA,FALSE,Randomized,NA,NIH,FALSE,NA,NA,"University of California, Los Angeles",NA,NA,NA,1999,1995,NA
NCT00004378,2005-06-23,1999-10-18,NA,Interventional,Not Applicable,NA,Completed,Stem Cell Transplantation (SCT) for Genetic Diseases,1995-01-01T00:00:00Z,NA,NA,FALSE,NA,NA,NIH,FALSE,NA,NA,"University of California, Los Angeles",NA,NA,NA,1999,1995,NA
NCT00004449,2015-05-26,1999-10-18,NA,Interventional,Not Applicable,102,Completed,Randomized Study of Intensive One-on-one Behavioral Treatment for Preschool Aged Children With Autism,1998-05-01T00:00:00Z,2006-04-01T00:00:00Z,2004-09-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, Los Angeles",NA,NA,NA,NA,NA,1999,1998,2006
NCT00004661,2005-06-23,2000-02-24,NA,Observational,NA,20,Completed,Study of the Regulation of Parathyroid Hormone Secretion in Pseudohypoparathyroidism,1993-05-01T00:00:00Z,NA,NA,FALSE,NA,NA,NIH,TRUE,NA,NA,"University of California, Los Angeles",NA,NA,NA,2000,1993,NA
NCT00004753,2005-06-23,2000-02-24,NA,Observational,NA,90,Completed,Long-Term Study of Cerebral Glucose Metabolism in Huntington's Disease,1993-08-01T00:00:00Z,NA,NA,FALSE,NA,NA,NIH,TRUE,NA,NA,"University of California, Los Angeles",NA,NA,NA,2000,1993,NA
NCT00004758,2005-06-23,2000-02-24,NA,Interventional,Phase 2,30,Completed,Phase II Randomized Study of Early Surgery Vs Multiple Sequential Antiepileptic Drug Therapy for Infantile Spasms Refractory to Standard Treatment,1993-11-01T00:00:00Z,NA,NA,FALSE,Randomized,NA,NIH,TRUE,NA,NA,"University of California, Los Angeles",NA,NA,NA,2000,1993,NA
NCT00004776,2005-06-23,2000-02-24,NA,Interventional,Phase 3,10,Completed,"Phase III Randomized, Double-Blind, Placebo-Controlled Study of Oral Topiramate for Lennox-Gastaut Syndrome",1993-11-01T00:00:00Z,NA,NA,FALSE,Randomized,Double,NIH,TRUE,NA,NA,"University of California, Los Angeles",NA,NA,NA,2000,1993,NA
NCT00004805,2005-06-23,2000-02-24,NA,Interventional,Not Applicable,500,Completed,Study of the Effect of Four Methods of Cardiopulmonary Resuscitation Instruction on Psychosocial Response of Parents With Infants at Risk of Sudden Death,1991-09-01T00:00:00Z,1997-08-01T00:00:00Z,NA,FALSE,NA,NA,NIH,TRUE,NA,NA,"University of California, Los Angeles",NA,NA,NA,2000,1991,1997
NCT00004812,2005-06-23,2000-02-24,NA,Interventional,Phase 2,26,Completed,Phase II Randomized Pilot Study of Body Weight Support and Treadmill Training for Chronic Thoracic Spinal Cord Injury,1995-07-01T00:00:00Z,NA,NA,FALSE,NA,NA,NIH,TRUE,NA,NA,"University of California, Los Angeles",NA,NA,NA,2000,1995,NA
NCT00004889,2020-07-30,2000-03-07,NA,Interventional,Phase 2,8,Completed,Rituximab in Treating Patients With Waldenstrom's Macroglobulinemia,1999-12-01T00:00:00Z,2005-07-01T00:00:00Z,2002-01-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,NA,NA,NA,NA,NA,UCLA,2000,1999,2005
NCT00005014,2014-04-16,2000-03-31,NA,Interventional,Phase 3,101,Completed,Treatment of Autism in Children and Adolescents,1997-10-01T00:00:00Z,2001-02-01T00:00:00Z,NA,FALSE,Randomized,Double,NIH,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2000,1997,2001
NCT00005042,2014-08-28,2000-04-06,NA,Interventional,Phase 2,NA,Completed,SU5416 in Treating Patients With AIDS-Related Kaposi's Sarcoma,2000-01-01T00:00:00Z,2000-11-01T00:00:00Z,2000-11-01T00:00:00Z,FALSE,NA,NA,NETWORK,TRUE,NA,NA,UCLA Clinical AIDS Research and Education (CARE) Center,NA,NA,NA,2000,2000,2000
NCT00005130,2016-04-12,2000-05-25,NA,Observational,NA,NA,Completed,Coronary Artery Risk Development in Young Adults (CARDIA),1984-01-01T00:00:00Z,2008-09-01T00:00:00Z,2008-09-01T00:00:00Z,FALSE,NA,NA,NIH,TRUE,NA,Harbor-UCLA Research and Development Institute,NA,NA,NA,NA,2000,1984,2008
NCT00005135,2016-08-05,2000-05-25,NA,Observational,NA,NA,Completed,Insulin Resistance Atherosclerosis Study (IRAS),1991-09-01T00:00:00Z,2008-12-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,NA,NA,NIH,TRUE,NA,NA,NA,NA,"University of California, Los Angeles",NA,2000,1991,2008
NCT00005487,2019-11-06,2000-05-25,NA,Observational,NA,6418,Unknown status,Multi-Ethnic Study of Atherosclerosis (MESA),1999-01-01T00:00:00Z,2019-12-01T00:00:00Z,2019-12-01T00:00:00Z,FALSE,NA,NA,NIH,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2000,1999,2019
NCT00005629,2020-07-30,2000-05-02,NA,Interventional,Phase 1/Phase 2,6,Completed,Vaccine Therapy in Treating Patients With Liver Cancer,1999-07-01T00:00:00Z,2002-06-01T00:00:00Z,2002-05-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,NA,NA,NA,NA,UCLA,2000,1999,2002
NCT00006429,2016-09-23,2000-11-01,NA,Interventional,Phase 2,200,Completed,Treadmill Training for Spinal Cord Injury,1999-03-01T00:00:00Z,2004-02-01T00:00:00Z,2004-02-01T00:00:00Z,FALSE,Randomized,Single,NIH,TRUE,NA,University of California at Los Angeles (UCLA),NA,NA,NA,NA,2000,1999,2004
NCT00006497,2021-01-27,2000-11-16,NA,Observational,NA,0,Withdrawn,Long-Term Effects of Subclinical CAD on Cardiac Function,2000-09-01T00:00:00Z,2008-08-01T00:00:00Z,2008-08-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,NA,NA,NA,Harbor-UCLA Research & Education Institute,NA,2000,2000,2008
NCT00007319,2008-09-16,2000-12-16,NA,Observational,NA,132,Completed,Carotid Artery Thickness in HIV Infected and Uninfected Adults,NA,NA,NA,FALSE,NA,NA,NIH,TRUE,NA,NA,"University of California, Los Angeles",NA,NA,NA,2000,NA,NA
NCT00009230,2020-02-28,2001-01-23,NA,Interventional,Phase 3,NA,Completed,Anti-Inflammatory Treatment for Age-Associated Memory Impairment: A Double-Blind Placebo-Controlled Trial,2000-06-01T00:00:00Z,2005-08-01T00:00:00Z,2005-06-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2001,2000,2005
NCT00009633,2021-10-27,2001-02-01,NA,Observational,NA,68000,Recruiting,Follow-up Visit of High Risk Infants,1993-01-01T00:00:00Z,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,FALSE,NA,NA,NETWORK,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2001,1993,2023
NCT00012116,2020-07-30,2001-03-03,NA,Interventional,Phase 2,4,Completed,Temozolomide in Treating Patients With Solid Tumors That Have Spread to the Brain,2000-10-01T00:00:00Z,2002-04-01T00:00:00Z,2002-04-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,NA,NA,NA,NA,"UCLA, Jonsson Comprehensive Cancer Center",2001,2000,2002
NCT00015834,2013-01-23,2001-05-06,NA,Interventional,Phase 1/Phase 2,46,Completed,STI571 Plus Cytarabine in Treating Patients With Chronic Myelogenous Leukemia,2001-05-01T00:00:00Z,NA,2003-04-01T00:00:00Z,FALSE,NA,None (Open Label),NIH,FALSE,NA,University of California at Los Angeles (UCLA ),NA,NA,NA,NA,2001,2001,NA
NCT00020761,2020-07-30,2001-07-11,NA,Interventional,Phase 2,51,Completed,Irinotecan and Paclitaxel in Treating Patients With Metastatic or Recurrent Cancer of the Esophagus or Stomach,2000-04-01T00:00:00Z,2005-08-01T00:00:00Z,2002-12-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,NA,NA,NA,NA,NA,UCLA,2001,2000,2005
NCT00020787,2020-07-30,2001-07-11,NA,Interventional,Phase 3,8,Completed,Vaccine Therapy Plus Chemotherapy in Treating Patients With Metastatic or Locally Recurrent Stomach Cancer or Esophageal Cancer,2001-07-01T00:00:00Z,2002-12-01T00:00:00Z,2002-01-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,NA,NA,NA,NA,NA,UCLA,2001,2001,2002
NCT00032422,2006-08-17,2002-03-20,NA,Interventional,Phase 2,200,Completed,Acupuncture in Cardiovascular Disease,2001-07-01T00:00:00Z,2003-06-01T00:00:00Z,NA,FALSE,Randomized,Single,NIH,FALSE,NA,"University of California, Los Angeles",NA,NA,UCLA East/West Medical Center,NA,2002,2001,2003
NCT00032955,2017-01-11,2002-04-05,NA,Interventional,Phase 3,163,Completed,Buprenorphine/Naloxone Versus Clonidine for Inpatient Opiate Detoxification - 1,2001-02-01T00:00:00Z,2002-08-01T00:00:00Z,2002-08-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, Los Angeles",NA,NA,NA,NA,"University of California, Los Angeles",2002,2001,2002
NCT00032968,2017-01-11,2002-04-05,NA,Interventional,Phase 3,341,Completed,Buprenorphine/Naloxone Versus Clonidine for Outpatient Opiate Detoxification - 1,2001-01-01T00:00:00Z,2002-08-01T00:00:00Z,2002-08-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Los Angeles",NA,NA,NA,NA,"University of California, Los Angeles",2002,2001,2002
NCT00033072,2017-01-10,2002-04-05,NA,Interventional,Phase 1,16,Unknown status,Assessment of Potential Interactions Between Methamphetamine and Selegiline - 1,2001-09-01T00:00:00Z,2002-10-01T00:00:00Z,NA,FALSE,Randomized,Single,NIH,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2002,2001,2002
NCT00038727,2021-12-03,2002-06-04,2017-02-21,Interventional,Phase 3,2779,"Active, not recruiting",Diabetes Prevention Program Outcomes Study,2002-09-01T00:00:00Z,2025-01-01T00:00:00Z,2024-10-01T00:00:00Z,TRUE,Randomized,None (Open Label),NIH,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2002,2002,2025
NCT00040326,2010-02-22,2002-06-24,NA,Interventional,Phase 3,200,Completed,Early Surgical Intervention to Treat Epilepsy,2002-07-01T00:00:00Z,2007-11-01T00:00:00Z,2007-11-01T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,"University of California, Los Angeles","UCLA School of Medicine, Department of Neurology",NA,NA,NA,"UCLA School of Medicine, Department of Neurology",2002,2002,2007
NCT00043693,2012-08-07,2002-08-12,NA,Interventional,Not Applicable,108,Completed,Family Intervention for Mental Illness and Substance Abuse,2002-04-01T00:00:00Z,2008-12-01T00:00:00Z,2008-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2002,2002,2008
NCT00044590,2017-05-12,2002-09-03,NA,Observational,NA,1870,Completed,Parkinson's Diseases Susceptibility Genes and Pesticides,2000-09-01T00:00:00Z,2016-11-30T00:00:00Z,2016-11-30T00:00:00Z,FALSE,NA,NA,NIH,FALSE,NA,UCLA Department of Epidemiology,NA,NA,NA,"University of California, Los Angeles",2002,2000,2016
NCT00045968,2016-10-12,2002-09-17,NA,Interventional,Phase 3,348,Unknown status,Study of a Drug [DCVax®-L] to Treat Newly Diagnosed GBM Brain Cancer,2006-12-01T00:00:00Z,NA,2016-11-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2002,2006,NA
NCT00046085,2016-09-08,2002-09-19,NA,Interventional,Not Applicable,42,Completed,Online Family Support and Education for Schizophrenia,2001-03-01T00:00:00Z,2006-11-01T00:00:00Z,2005-12-01T00:00:00Z,FALSE,Non-Randomized,Single,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,NA,2002,2001,2006
NCT00047073,2020-07-30,2002-10-03,NA,Interventional,Phase 1/Phase 2,13,Completed,Sirolimus in Treating Patients With Glioblastoma Multiforme,2002-07-01T00:00:00Z,2007-10-01T00:00:00Z,2005-06-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,NA,NA,NA,NA,UCLA,2002,2002,2007
NCT00055978,2011-06-16,2003-03-06,NA,Interventional,Phase 2,112,Completed,Celecoxib in Preventing Lung Cancer in Former Heavy Smokers,2002-10-01T00:00:00Z,2009-05-01T00:00:00Z,2008-03-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, Los Angeles",NA,NA,NA,NA,Jonsson Comprehensive Cancer Center at UCLA,2003,2002,2009
NCT00059098,2016-07-11,2003-04-17,NA,Observational,NA,NA,Completed,Identification of Genes Predisposing to Atherosclerosis,2003-03-01T00:00:00Z,2008-02-01T00:00:00Z,2008-02-01T00:00:00Z,FALSE,NA,NA,NIH,TRUE,NA,NA,NA,NA,"University of California, Los Angeles",NA,2003,2003,2008
NCT00059332,2015-07-24,2003-04-23,2015-06-09,Interventional,Phase 3,1700,Completed,Field Administration of Stroke Therapy - Magnesium (FAST-MAG) Trial,2005-01-01T00:00:00Z,2013-03-01T00:00:00Z,2013-03-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,NA,"UCLA School of Medicine, Study Overall Principal Investigator; UCLA Stroke Center, Co-Principal Investigator",NA,NA,NA,"University of California, Los Angeles",2003,2005,2013
NCT00065169,2020-02-28,2003-07-17,NA,Interventional,Not Applicable,138,Completed,Delaying Alzheimer Disease Symptoms With Anti-Inflammatory Drugs,2000-11-01T00:00:00Z,2005-11-01T00:00:00Z,2005-11-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Los Angeles",NA,NA,NA,NA,"University of California, Los Angeles",2003,2000,2005
NCT00065780,2013-10-25,2003-07-31,NA,Observational,NA,6814,Completed,Ventricular Size and Value Calcification Measures by Computed Tomography - Ancillary to MESA,2003-08-01T00:00:00Z,2008-07-01T00:00:00Z,2008-07-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,NA,NA,NA,NA,Lundquist Institute for Biomedical Innovation at Harbor-UCLA Medical Center,2003,2003,2008
NCT00066950,2022-03-07,2003-08-07,NA,Interventional,Phase 3,361,Completed,Prevention Management Model for Early Childhood Caries (MAYA Project),2003-03-01T00:00:00Z,2005-08-01T00:00:00Z,2005-07-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2003,2003,2005
NCT00067847,2010-01-12,2003-08-28,NA,Interventional,Not Applicable,5020,Completed,Evaluation of California's SB 19 Pupil Nutrition Act,2003-07-01T00:00:00Z,2004-05-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),NIH,FALSE,NA,WestEd-Los Alamitos & UCLA Division of Cancer Prevention and Control Research,NA,NA,NA,NA,2003,2003,2004
NCT00069251,2017-01-11,2003-09-18,NA,Interventional,Phase 2,150,Completed,Bupropion for the Treatment of Methamphetamine Dependence - 1,2003-07-01T00:00:00Z,2005-06-01T00:00:00Z,NA,FALSE,Randomized,Double,NIH,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2003,2003,2005
NCT00069498,2007-05-24,2003-09-26,NA,Interventional,Phase 1,14,Completed,Effect of an Anti-Inflammatory Drug on Gut Mucosa in HIV Infected Patients,1999-10-01T00:00:00Z,NA,NA,FALSE,Randomized,Double,NIH,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2003,1999,NA
NCT00072657,2013-04-01,2003-11-07,NA,Interventional,Not Applicable,106,Completed,Cognitive-Behavioral Therapy and Tai Chi Chih for Patients With Rheumatoid Arthritis,2004-02-01T00:00:00Z,2009-03-01T00:00:00Z,2009-03-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2003,2004,2009
NCT00075062,2008-08-20,2003-12-31,NA,Observational,NA,16,Completed,A Study of Male Rectal Samples in Preparation for Future Rectal Microbicide Trials,NA,NA,NA,FALSE,NA,NA,NIH,FALSE,NA,NA,"University of California, Los Angeles",NA,NA,NA,2003,NA,NA
NCT00076817,2012-10-26,2004-02-03,NA,Interventional,Phase 1,18,Completed,Safety and Effectiveness of Administering an HIV Vaccine in the Groin Versus the Arm,2006-06-01T00:00:00Z,2008-09-01T00:00:00Z,2007-09-01T00:00:00Z,FALSE,Randomized,Double,NIH,FALSE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2004,2006,2008
NCT00078117,2017-01-11,2004-02-19,NA,Interventional,Phase 3,516,Completed,Suboxone: (Buprenorphine/Naloxone) Comparison of Two Taper Schedules - 1,2003-06-01T00:00:00Z,2005-05-01T00:00:00Z,2005-05-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2004,2003,2005
NCT00079222,2020-07-30,2004-03-08,NA,Interventional,Not Applicable,NA,Completed,Voriconazole Compared With Itraconazole in Preventing Fungal Infections in Patients Undergoing Allogeneic Hematopoietic Stem Cell Transplantation,2003-11-01T00:00:00Z,NA,2005-04-01T00:00:00Z,FALSE,Randomized,NA,OTHER,FALSE,NA,NA,NA,NA,NA,"University of California, Los Angeles",2004,2003,NA
NCT00086437,2015-12-02,2004-07-01,NA,Observational,NA,274,Completed,Pharmacogenetics of Hypertriglyceridemia in Hispanics,2004-07-01T00:00:00Z,2010-01-01T00:00:00Z,2010-01-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2004,2004,2010
NCT00089440,2017-01-10,2004-08-05,NA,Interventional,Phase 1,17,Unknown status,Assessment of Interactions Between Methamphetamine and Aripiprazole - 1,2004-06-01T00:00:00Z,2005-03-01T00:00:00Z,NA,FALSE,NA,NA,NIH,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2004,2004,2005
NCT00094042,2010-01-26,2004-10-08,NA,Interventional,Not Applicable,16000,Completed,Work and Iron Status Evaluation,2002-01-01T00:00:00Z,2007-07-01T00:00:00Z,2007-07-01T00:00:00Z,FALSE,Randomized,Double,NIH,FALSE,NA,"Department of Economics, UCLA",NA,NA,NA,NA,2004,2002,2007
NCT00094354,2009-03-26,2004-10-16,NA,Observational,NA,111,Completed,"HIV Assessment in Fuyang, Anhui Province, China",2004-10-01T00:00:00Z,2006-04-01T00:00:00Z,2005-03-01T00:00:00Z,FALSE,NA,NA,NIH,TRUE,NA,NA,"Division of Social and Community Psychiatry, Neuropsychiatric Institute, University of California, Los Angeles",NA,NA,NA,2004,2004,2006
NCT00095420,2022-02-08,2004-11-04,NA,Interventional,Not Applicable,60,Completed,Relationship Training for Children With Autism and Their Peers,2003-09-01T00:00:00Z,2008-06-01T00:00:00Z,2008-06-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2004,2003,2008
NCT00095706,2015-09-23,2004-11-05,NA,Interventional,Phase 1/Phase 2,50,Completed,Treatment of HER2-Positive Metastatic Breast Cancer With Herceptin and Bevacizumab (Antibodies Against HER2 and VEGF),2003-06-01T00:00:00Z,2012-01-01T00:00:00Z,2007-04-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2004,2003,2012
NCT00096759,2013-03-21,2004-11-15,NA,Interventional,Phase 2/Phase 3,100,Completed,Comparing Tai Chi Chih and Relaxation Therapy in the Treatment of Rheumatoid Arthritis,2004-11-01T00:00:00Z,2007-08-01T00:00:00Z,2007-08-01T00:00:00Z,FALSE,Randomized,Single,NIH,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2004,2004,2007
NCT00099359,2012-10-26,2004-12-10,2012-04-25,Interventional,Phase 3,1735,Completed,Trial of Three Neonatal Antiretroviral Regimens for Prevention of Intrapartum HIV Transmission,2004-02-01T00:00:00Z,2011-02-01T00:00:00Z,2011-02-01T00:00:00Z,TRUE,Randomized,None (Open Label),NIH,TRUE,NA,NA,"University of California, Los Angeles",NA,NA,NA,2004,2004,2011
NCT00099710,2009-12-02,2004-12-17,NA,Interventional,Phase 2,33,Completed,Curcumin in Patients With Mild to Moderate Alzheimer's Disease,2003-07-01T00:00:00Z,2007-12-01T00:00:00Z,2007-12-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,NA,NA,NA,"University of California, Los Angeles",NA,NA,2004,2003,2007
NCT00099970,2008-08-02,2004-12-21,NA,Interventional,Phase 2,40,Completed,Volociximab in Combination With DTIC in Patients With Metastatic Melanoma Not Previously Treated With Chemotherapy,2004-12-01T00:00:00Z,2006-03-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, Los Angeles",NA,NA,NA,NA,2004,2004,2006
NCT00100867,2016-03-31,2005-01-06,NA,Observational,NA,236,Completed,Effects of Maternal Anti-HIV Treatment on Infants Born to HIV-Infected Women,2006-06-01T00:00:00Z,2010-05-01T00:00:00Z,2010-05-01T00:00:00Z,FALSE,NA,NA,NETWORK,TRUE,NA,NA,"University of California, Los Angeles; Center for AIDS Research and Education, University of California, Los Angeles",NA,NA,NA,2005,2006,2010
NCT00102986,2015-12-02,2005-02-04,NA,Interventional,Not Applicable,116,Completed,Differences in Blood Levels of Lopinavir/Ritonavir in HIV Infected Men and Women,2005-10-01T00:00:00Z,2007-07-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),NIH,TRUE,NA,NA,"Center for AIDS Research and Education, University of California, Los Angeles",NA,NA,NA,2005,2005,2007
NCT00107640,2012-08-11,2005-04-06,NA,Interventional,Phase 2,1186,Completed,Project SHARE (Senior Health and Alcohol Risk Education),2005-05-01T00:00:00Z,2009-09-01T00:00:00Z,2008-09-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Los Angeles","University of California, Los Angeles",NA,NA,NA,"University of California, Los Angeles",2005,2005,2009
NCT00114478,2008-01-23,2005-06-15,NA,Interventional,Not Applicable,600,Unknown status,Trial of Epinephrine and Albuterol in Bronchiolitis,2003-11-01T00:00:00Z,2006-05-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,FALSE,NA,"Kern Medical Center, David Geffen School of Medicine, UCLA",NA,NA,NA,NA,2005,2003,2006
NCT00114530,2021-05-12,2005-06-15,2017-05-05,Interventional,Phase 2/Phase 3,75,Completed,Scleroderma: Cyclophosphamide or Transplantation,2005-06-01T00:00:00Z,2016-04-01T00:00:00Z,2016-04-01T00:00:00Z,TRUE,Randomized,None (Open Label),NIH,TRUE,NA,NA,"University of California, Los Angeles Rheumatology",NA,NA,NA,2005,2005,2016
