nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucdavis_lead_sponsor,ucdavis_principal_investigator,ucdavis_study_chair,ucdavis_study_director,ucdavis_unspecified_official,ucdavis_responsible_party,registration_year,start_year,completion_year
NCT00008372,2011-10-18,2001-01-06,NA,Interventional,Phase 2,NA,Completed,Chloroquinoxaline Sulfonamide in Treating Patients With Small Cell Lung Cancer,2000-12-01T00:00:00Z,2002-09-01T00:00:00Z,2002-09-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,NA,"University of California, Davis",NA,NA,NA,2001,2000,2002
NCT00016393,2013-06-20,2001-05-06,NA,Interventional,Phase 2,NA,Completed,BMS-247550 in Treating Patients With Prostate Cancer That Has Not Responded to Hormone Therapy,2001-06-01T00:00:00Z,2006-04-01T00:00:00Z,NA,FALSE,NA,None (Open Label),NETWORK,TRUE,NA,NA,NA,NA,"University of California, Davis",NA,2001,2001,2006
NCT00025454,2010-02-05,2001-10-11,NA,Interventional,Phase 1,NA,Completed,R115777 in Treating Patients With Advanced Solid Tumors,2001-08-01T00:00:00Z,2008-07-01T00:00:00Z,2008-07-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,NA,"University of California, Davis",NA,NA,NA,2001,2001,2008
NCT00029510,2006-08-17,2002-01-14,NA,Interventional,Phase 2,240,Completed,Magnesium and Asthma - Clinical Trials,2002-05-01T00:00:00Z,2006-06-01T00:00:00Z,NA,FALSE,Randomized,Double,NIH,FALSE,NA,"University of California, Davis",NA,NA,NA,NA,2002,2002,2006
NCT00030654,2020-10-21,2002-02-14,NA,Interventional,Phase 3,21,Completed,Hormone Therapy Plus Chemotherapy in Treating Patients With Prostate Cancer,2002-10-01T00:00:00Z,2005-02-04T00:00:00Z,2005-02-04T00:00:00Z,FALSE,Randomized,None (Open Label),NETWORK,TRUE,NA,NA,"University of California, Davis",NA,NA,NA,2002,2002,2005
NCT00038259,2021-10-28,2002-05-29,NA,Interventional,Not Applicable,21,Completed,Interleukin-2 (IL-2) Treatment for HIV Infected Patients Who Have Interrupted Their Anti-HIV Drug Therapy,NA,2006-05-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),NIH,TRUE,NA,NA,"University of California, Davis",NA,NA,NA,2002,NA,2006
NCT00045162,2018-07-03,2002-09-06,2013-04-16,Interventional,Phase 3,671,Completed,S0124: Cisplatin Combined With Irinotecan or Etoposide For Extensive-Stage Small Cell Lung Cancer,2002-11-01T00:00:00Z,2009-12-01T00:00:00Z,2008-03-01T00:00:00Z,TRUE,Randomized,None (Open Label),NETWORK,TRUE,NA,"University of California, Davis",NA,NA,NA,NA,2002,2002,2009
NCT00045630,2013-04-16,2002-09-06,2012-11-15,Interventional,Phase 2,77,Completed,"S0219, Combination Chemotherapy Followed By Observation or Surgery in Patients With Stage II or Stage III Cancer of the Urothelium",2003-01-01T00:00:00Z,2011-12-01T00:00:00Z,2008-05-01T00:00:00Z,TRUE,NA,None (Open Label),NETWORK,TRUE,NA,NA,"University of California, Davis",NA,NA,NA,2002,2003,2011
NCT00049400,2015-04-01,2002-11-12,NA,Interventional,Phase 1,78,Completed,S0355 Ixabepilone in Treating Patients With Advanced Solid Tumors or Lymphomas and Liver Dysfunction,2003-10-01T00:00:00Z,2007-12-01T00:00:00Z,2006-09-01T00:00:00Z,FALSE,NA,None (Open Label),NETWORK,TRUE,NA,"University of California, Davis",NA,NA,NA,NA,2002,2003,2007
NCT00058214,2015-02-09,2003-04-07,2015-02-09,Interventional,Phase 2,25,Terminated,Perifosine in Treating Patients With Recurrent Prostate Cancer,2003-03-01T00:00:00Z,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z,TRUE,NA,None (Open Label),NIH,FALSE,NA,"University of California, Davis",NA,NA,NA,NA,2003,2003,2009
NCT00068289,2013-06-21,2003-09-10,NA,Interventional,Phase 2,NA,Completed,Bortezomib in Treating Patients With Recurrent or Refractory Extensive-Stage Small Cell Lung Cancer Previously Treated With Platinum-Based Chemotherapy,2003-09-01T00:00:00Z,2007-07-01T00:00:00Z,NA,FALSE,NA,None (Open Label),NETWORK,TRUE,NA,NA,NA,NA,"University of California, Davis",NA,2003,2003,2007
NCT00072189,2015-02-17,2003-11-04,2015-02-17,Interventional,Phase 2,17,Terminated,A Phase II Study of UCN-01 in Metastatic Melanoma,2003-11-01T00:00:00Z,2010-03-01T00:00:00Z,2010-03-01T00:00:00Z,TRUE,NA,None (Open Label),NIH,FALSE,NA,"University of California, Davis",NA,NA,NA,NA,2003,2003,2010
NCT00074295,2012-07-20,2003-12-10,NA,Interventional,Phase 2,19,Terminated,S0310: Vaccine Therapy in Treating Patients With Stage IIIB or Stage IV Bronchoalveolar Lung Cancer,2004-03-01T00:00:00Z,2007-08-01T00:00:00Z,2007-08-01T00:00:00Z,FALSE,NA,None (Open Label),NETWORK,TRUE,NA,"University of California, Davis",NA,NA,NA,NA,2003,2004,2007
NCT00085501,2012-10-30,2004-06-10,NA,Interventional,Phase 2,242,Completed,"S0342: Paclitaxel, Carboplatin, and Cetuximab in Treating Patients With Stage IIIB or Stage IV Non-Small Cell Lung Cancer",2004-07-01T00:00:00Z,2011-07-01T00:00:00Z,2007-08-01T00:00:00Z,FALSE,Randomized,None (Open Label),NETWORK,TRUE,NA,"University of California, Davis",NA,NA,NA,NA,2004,2004,2011
NCT00087152,2014-05-12,2004-07-08,2011-07-13,Interventional,Phase 2,27,Completed,"S0338, Imatinib Mesylate and Capecitabine in Treating Women With Progressive Stage IV Breast Cancer",2004-06-01T00:00:00Z,2008-12-01T00:00:00Z,2008-12-01T00:00:00Z,TRUE,NA,None (Open Label),NIH,TRUE,NA,NA,"University of California, Davis",NA,NA,NA,2004,2004,2008
NCT00101036,2018-03-22,2005-01-07,2014-07-21,Interventional,Phase 2,57,Completed,Lapatinib in Treating Patients With Locally Advanced or Metastatic Biliary Tract or Liver Cancer That Cannot Be Removed By Surgery,2004-11-01T00:00:00Z,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z,TRUE,NA,None (Open Label),NIH,FALSE,NA,UC Davis Comprehensive Cancer Center,NA,NA,NA,NA,2005,2004,2009
NCT00134056,2021-10-08,2005-08-22,2017-01-04,Interventional,Phase 3,1038,Completed,"S0421, Docetaxel and Prednisone With or Without Atrasentan in Treating Patients With Stage IV Prostate Cancer and Bone Metastases That Did Not Respond to Previous Hormone Therapy",2006-08-01T00:00:00Z,2016-02-01T00:00:00Z,2016-02-01T00:00:00Z,TRUE,Randomized,Triple,NETWORK,TRUE,NA,NA,"University of California, Davis",NA,NA,NA,2005,2006,2016
NCT00207649,2011-03-23,2005-09-14,NA,Interventional,Not Applicable,641,Unknown status,Shared Decision Making: Prostate Cancer Screening,2005-11-01T00:00:00Z,2011-02-01T00:00:00Z,2010-03-01T00:00:00Z,FALSE,Randomized,None (Open Label),FED,FALSE,NA,"University of California, Davis",NA,NA,NA,NA,2005,2005,2011
NCT00221299,2015-06-02,2005-09-14,2014-01-23,Interventional,Phase 4,60,Completed,Risedronate and Parathyroid Hormone to Reverse Osteoporosis Caused by Chronic Steroid Use,2005-09-01T00:00:00Z,2009-05-01T00:00:00Z,2009-03-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,"University of California, Davis",2005,2005,2009
NCT00254761,2008-02-27,2005-11-15,NA,Interventional,Phase 1/Phase 2,28,Completed,Effects of Smoked Marijuana on Neuropathic Pain,2003-11-01T00:00:00Z,2006-02-01T00:00:00Z,2006-02-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,NA,"University of California, Davis",NA,NA,NA,"University of California, Davis",2005,2003,2006
NCT00260741,2007-04-03,2005-11-30,NA,Interventional,Phase 1/Phase 2,60,Terminated,Cannabis for Spasticity in Multiple Sclerosis,2003-03-01T00:00:00Z,2006-01-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,FALSE,NA,"University of California, Davis",NA,NA,NA,NA,2005,2003,2006
NCT00261157,2005-11-30,2005-11-30,NA,Interventional,Not Applicable,72,Completed,Use of Robotic Telerounding After Operative Procedures,2004-04-01T00:00:00Z,2005-06-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2005,2004,2005
NCT00263939,2010-10-04,2005-12-09,NA,Interventional,Not Applicable,415,Completed,Homing in on Health: Study of a Home Delivered Chronic Disease Self Management Program,2004-07-01T00:00:00Z,2007-10-01T00:00:00Z,2006-10-01T00:00:00Z,FALSE,Randomized,Double,FED,FALSE,NA,"University of California, Davis",NA,NA,NA,NA,2005,2004,2007
NCT00265785,2012-10-03,2005-12-14,2012-07-12,Interventional,Phase 2,27,Terminated,S0526: Pemetrexed Disodium in Treating Patients With Stage III or Stage IV Non-Small Cell Lung Cancer,2006-07-01T00:00:00Z,2011-07-01T00:00:00Z,2011-07-01T00:00:00Z,TRUE,NA,None (Open Label),NETWORK,TRUE,NA,"University of California, Davis",NA,NA,NA,NA,2005,2006,2011
NCT00269555,2010-06-25,2005-12-22,NA,Interventional,Not Applicable,62,Completed,Effects of GCP on Prostate Cancer.,2004-05-01T00:00:00Z,2006-09-01T00:00:00Z,2006-01-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,"University of California, Davis",NA,"University of California, Davis",2005,2004,2006
NCT00273585,2006-09-06,2006-01-06,NA,Interventional,Phase 3,100,Completed,Study of Using Computerized Education to Increase Patients' Confidence in Their Ability to Be Screened for Colon Cancer,2005-08-01T00:00:00Z,2006-02-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Davis","Department of Family & Community Medicine, UC Davis School of Medicine",NA,NA,NA,NA,2006,2005,2006
NCT00273650,2019-09-26,2006-01-06,NA,Interventional,Phase 2/Phase 3,30,Completed,Efficacy Study of Subcutaneous Methyl-B12 in Children With Autism,2005-07-01T00:00:00Z,2009-08-01T00:00:00Z,2009-06-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,NA,"University of California, Davis",NA,NA,NA,NA,2006,2005,2009
NCT00280683,2017-05-25,2006-01-19,2012-12-06,Interventional,Phase 2,20,Completed,Effects of L-arginine Supplementation in Adults With Moderate to Severe Asthma,2004-12-01T00:00:00Z,2008-12-01T00:00:00Z,2008-11-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2006,2004,2008
NCT00282113,2009-12-31,2006-01-23,2009-11-19,Interventional,Not Applicable,90,Completed,Effects of Probiotic and Prebiotic Combinations on Premature Infants,2004-10-01T00:00:00Z,2007-08-01T00:00:00Z,2006-08-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,UC Davis,2006,2004,2007
NCT00282893,2017-02-13,2006-01-26,NA,Interventional,Phase 2,170,Completed,Balloon Prophylaxis of Aneurysmal Vasospasm,2000-10-01T00:00:00Z,2006-12-01T00:00:00Z,2006-09-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,"University of California, Davis","Professor and Chairman, Department of Neurological Surgery, University of California, Davis; Interventional Neuroradiologist, University of California, Davis; University of California, Davis",NA,NA,NA,NA,2006,2000,2006
NCT00283166,2017-06-07,2006-01-25,NA,Interventional,Not Applicable,258,Completed,Coaching to Improve Care of Cancer Pain,2006-11-01T00:00:00Z,2011-12-01T00:00:00Z,2009-03-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,TRUE,"University of California, Davis",UC Davis Center for Health Services Research in Primary Care,NA,NA,NA,NA,2006,2006,2011
NCT00283257,2017-06-26,2006-01-25,NA,Interventional,Not Applicable,441,Completed,Simultaneous Care: Linking Palliation to Clinical Trials,2002-02-01T00:00:00Z,2013-12-01T00:00:00Z,2013-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,"University of California, Davis",NA,NA,NA,2006,2002,2013
NCT00288054,2013-01-02,2006-02-06,2012-11-26,Interventional,Phase 1,24,Terminated,"S0429: Docetaxel, Cetuximab, and Radiation Therapy in Treating Patients With Stage III Non-Small Cell Lung Cancer",2006-04-01T00:00:00Z,2012-04-01T00:00:00Z,2012-04-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),NETWORK,TRUE,NA,"University of California, Davis",NA,NA,NA,NA,2006,2006,2012
NCT00293202,2021-07-12,2006-02-15,2021-02-25,Interventional,Phase 2,10,Terminated,Safety and Efficacy Study of the Effect of Etanercept in Hemodialysis Patients,2005-01-01T00:00:00Z,2010-06-01T00:00:00Z,2008-03-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,FALSE,NA,"University of California, Davis",NA,NA,NA,NA,2006,2005,2010
NCT00298051,2017-05-24,2006-02-28,NA,Interventional,Not Applicable,476,Completed,Umbilical Cord Clamping and Infant Iron Status,2003-10-01T00:00:00Z,2005-02-01T00:00:00Z,2005-02-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2006,2003,2005
NCT00312039,2014-01-20,2006-04-05,NA,Interventional,Phase 1/Phase 2,20,Completed,Study of Once Daily Elvucitabine Versus Lamivudine in Subjects With a Documented M184V Mutation,2006-03-01T00:00:00Z,2007-10-01T00:00:00Z,2007-10-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,NA,"UC Davis Medical Center, Div. of Infectious Diseases, Sacramento, CA",NA,NA,NA,NA,2006,2006,2007
NCT00314340,2017-05-25,2006-04-11,2012-11-20,Interventional,Phase 4,12,Completed,A Comparison of the Addiction Liability of Hydrocodone and Sustained Release Morphine,2005-11-01T00:00:00Z,2008-04-01T00:00:00Z,2008-04-01T00:00:00Z,TRUE,Randomized,Triple,OTHER,TRUE,"University of California, Davis",NA,NA,NA,NA,NA,2006,2005,2008
NCT00328614,2016-10-19,2006-05-19,2013-06-24,Interventional,Phase 1,32,Completed,Samarium-153 With Neoadjuvant Hormonal and Radiation Therapy for Locally Advanced Prostate Cancer,2003-03-01T00:00:00Z,2011-06-01T00:00:00Z,2009-02-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,NA,UC Davis School of Medicine,NA,NA,NA,2006,2003,2011
NCT00362882,2017-10-31,2006-08-10,2014-04-08,Interventional,Phase 2,81,Completed,Docetaxel and Bortezomib in Treating Patients With Progressive or Recurrent Non-Small Cell Lung Cancer,2006-07-01T00:00:00Z,2010-07-01T00:00:00Z,2010-07-01T00:00:00Z,TRUE,Randomized,None (Open Label),NIH,FALSE,NA,"University of California, Davis",NA,NA,NA,NA,2006,2006,2010
NCT00364819,2017-06-05,2006-08-15,2017-03-18,Interventional,Phase 1/Phase 2,6,Completed,Initial Study of Rituximab to Treat Primary Biliary Cirrhosis,2007-01-01T00:00:00Z,2009-12-01T00:00:00Z,2009-07-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,"University of California, Davis",NA,"University of California, Davis",2006,2007,2009
NCT00366964,2015-04-06,2006-08-19,NA,Interventional,Not Applicable,10,Completed,The Efficacy Of The Wavelight Mydon Laser for Hair Removal And Treatment of Leg Veins,2004-10-01T00:00:00Z,2006-04-01T00:00:00Z,2006-04-01T00:00:00Z,FALSE,Non-Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2006,2004,2006
NCT00367016,2021-06-21,2006-08-19,2017-12-05,Interventional,Phase 4,6,Completed,Immunologic Basis of Anti-IgE Therapy (Study II: On Patients With Asthma),2004-02-01T00:00:00Z,2012-10-17T00:00:00Z,2012-10-17T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2006,2004,2012
NCT00367042,2015-04-15,2006-08-19,NA,Interventional,Phase 2/Phase 3,98,Completed,Study to Determine if Tissue Scored With a Scalpel Results in Any Noticeable Marks,2005-07-01T00:00:00Z,2008-07-01T00:00:00Z,2006-07-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2006,2005,2008
NCT00367328,2015-04-06,2006-08-19,NA,Interventional,Phase 3,10,Terminated,To Determine the Efficacy of a Laser Device for the Treatment of Hidradenitis Suppurativa,2005-04-01T00:00:00Z,2006-04-01T00:00:00Z,2006-04-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2006,2005,2006
NCT00368602,2015-04-06,2006-08-24,NA,Interventional,Phase 2,40,Terminated,Beta Blocker for Chronic Wound Healing,2005-06-01T00:00:00Z,2007-06-01T00:00:00Z,2007-06-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2006,2005,2007
NCT00368654,2018-05-18,2006-08-24,2017-12-11,Interventional,Phase 1/Phase 2,12,Completed,Evaluate Whether Combination Therapy With Methotrexate and Raptiva in Psoriasis Patients is Safe and Increases Efficacy,2007-01-01T00:00:00Z,2008-05-01T00:00:00Z,2008-05-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2006,2007,2008
NCT00368693,2015-04-06,2006-08-24,NA,Interventional,Phase 3,20,Terminated,Efficacy and Safety Study of Dermal-Living Skin Replacement to Treat Diabetic Foot Ulcers,2005-08-01T00:00:00Z,2007-09-01T00:00:00Z,2007-09-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2006,2005,2007
NCT00376727,2010-03-25,2006-09-13,NA,Interventional,Phase 1,27,Completed,Cetuximab in Treating Patients With Advanced Solid Tumors,2004-12-01T00:00:00Z,2007-12-01T00:00:00Z,2007-11-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,"University of California, Davis",NA,NA,"University of California, Davis",2006,2004,2007
NCT00379158,2017-05-24,2006-09-20,NA,Interventional,Phase 4,393,Completed,Comparison of the Efficacy and Acceptability of Three Types of Micronutrient Supplements in Ghana,2003-10-01T00:00:00Z,2005-04-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2006,2003,2005
NCT00386971,2017-05-25,2006-10-10,NA,Interventional,Not Applicable,13,Completed,Effects of L-Carnitine on Postprandial Clearance of Triglyceride-rich Lipoproteins in HIV Patients on HAART,2006-10-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2006,2006,2009
NCT00387322,2010-03-25,2006-10-12,NA,Interventional,Phase 1/Phase 2,42,Completed,Pemetrexed Disodium and Erlotinib in Treating Patients With Advanced Non-Small Cell Lung Cancer or Other Solid Tumors,2005-03-01T00:00:00Z,2009-05-01T00:00:00Z,2007-10-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,"University of California, Davis",NA,NA,NA,2006,2005,2009
NCT00387660,2018-01-05,2006-10-12,2017-01-13,Interventional,Phase 2,80,Completed,Irinotecan and Carboplatin in Treating Patients With Metastatic or Recurrent Small Cell Lung Cancer,2001-10-01T00:00:00Z,2009-01-01T00:00:00Z,2008-08-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,"University of California, Davis",NA,NA,NA,2006,2001,2009
NCT00388089,2010-06-25,2006-10-12,NA,Interventional,Phase 1,24,Completed,Bortezomib and Topotecan in Treating Patients With Advanced Solid Tumors,2004-12-01T00:00:00Z,2008-06-01T00:00:00Z,2007-11-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,"University of California, Davis",NA,NA,"University of California, Davis",2006,2004,2008
NCT00388115,2010-03-25,2006-10-12,NA,Interventional,Not Applicable,15,Completed,Radiofrequency Ablation in Treating Patients With Early Invasive Breast Cancer or Ductal Carcinoma in Situ,2001-10-01T00:00:00Z,2007-05-01T00:00:00Z,2007-05-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis","University of California, Davis",NA,NA,NA,"University of California, Davis",2006,2001,2007
NCT00389584,2017-10-31,2006-10-18,NA,Interventional,Phase 1/Phase 2,30,Completed,Irinotecan and Whole-Brain Radiation Therapy in Treating Patients With Brain Metastases From Solid Tumors,2002-12-01T00:00:00Z,2006-11-01T00:00:00Z,2006-11-01T00:00:00Z,FALSE,NA,NA,OTHER,FALSE,"University of California, Davis",NA,"University of California, Davis",NA,NA,"Assistant Professor (no longer at UC Davis); not to be confused with Allen M. Chen, MD",2006,2002,2006
NCT00389805,2018-01-05,2006-10-18,2017-01-20,Interventional,Phase 1/Phase 2,27,Completed,Bortezomib and Pemetrexed Disodium in Treating Patients With Advanced Non-Small Cell Lung Cancer or Other Solid Tumors,2005-03-01T00:00:00Z,2007-06-01T00:00:00Z,2006-12-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,"University of California, Davis",NA,NA,NA,2006,2005,2007
NCT00389922,2012-04-17,2006-10-18,NA,Interventional,Phase 1,22,Completed,Lapatinib and Vinorelbine in Treating Patients With Advanced Solid Tumors,2005-12-01T00:00:00Z,2011-12-01T00:00:00Z,2009-04-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,"University of California, Davis",NA,"University of California, Davis",NA,NA,NA,2006,2005,2011
NCT00390429,2018-11-13,2006-10-18,2017-01-20,Interventional,Phase 1/Phase 2,81,Completed,Docetaxel and Erlotinib in Treating Patients With Advanced Non-Small Cell Lung Cancer or Other Solid Tumors,2002-07-01T00:00:00Z,2012-08-01T00:00:00Z,2008-08-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,"University of California, Davis",NA,NA,NA,2006,2002,2012
NCT00408499,2017-03-27,2006-12-06,2017-01-19,Interventional,Phase 1/Phase 2,64,Completed,Erlotinib and Cetuximab in Treating Patients With Advanced Solid Tumors With Emphasis on Non-Small Cell Lung Cancer,2006-08-01T00:00:00Z,2013-01-01T00:00:00Z,2009-04-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, Davis",NA,"University of California, Davis",NA,NA,NA,2006,2006,2013
NCT00423943,2017-08-31,2007-01-16,2017-01-18,Interventional,Phase 4,33,Completed,Modafinil for Treatment of Cognitive Dysfunction in Schizophrenia,2005-09-01T00:00:00Z,2012-12-01T00:00:00Z,2012-12-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,FALSE,NA,NA,NA,NA,NA,"University of California, Davis",2007,2005,2012
NCT00441844,2007-02-28,2007-02-27,NA,Interventional,Phase 2,50,Completed,Monocyte Function and Inflammation in Type 1 Diabetes and Its Modulation,2002-10-01T00:00:00Z,2005-07-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,FALSE,"University of California, Davis",NA,NA,NA,NA,NA,2007,2002,2005
NCT00453648,2017-05-24,2007-03-27,NA,Interventional,Not Applicable,130,Completed,Impact of Consumption of Orange-fleshed Sweet Potatoes on the Vitamin A Status of Bangladeshi Women of Reproductive Age,2006-03-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,TRUE,"University of California, Davis","University of California, Davis",NA,NA,NA,NA,2007,2006,2009
