nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucsd_lead_sponsor,ucsd_principal_investigator,ucsd_study_chair,ucsd_study_director,ucsd_unspecified_official,ucsd_responsible_party,registration_year,start_year,completion_year
NCT00027339,2021-10-28,2001-12-04,NA,Interventional,Phase 2,53,Completed,Using Drug Levels and Drug Resistance Testing to Select Effective Anti-HIV Drug Combinations in Patients With Drug-resistant HIV,NA,2005-06-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),NIH,TRUE,NA,NA,"University of California, San Diego",NA,NA,NA,2001,NA,2005
NCT00046319,2009-04-15,2002-09-26,NA,Interventional,Phase 2,60,Completed,Study of BSF 208075 Evaluating Exercise Capacity in Patients With Pulmonary Arterial Hypertension,2002-09-01T00:00:00Z,2003-06-01T00:00:00Z,NA,FALSE,Randomized,Double,INDUSTRY,TRUE,NA,UCSD Medical Center,NA,NA,NA,NA,2002,2002,2003
NCT00047450,2013-08-06,2002-10-04,NA,Interventional,Not Applicable,212,Completed,Antidepressant Treatment in Older Adults With Schizophrenia,2001-09-01T00:00:00Z,2007-09-01T00:00:00Z,2006-09-01T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2002,2001,2007
NCT00050895,2021-10-28,2002-12-30,NA,Interventional,Phase 3,775,Completed,"Comparing the Safety, Effectiveness, and Tolerability of Three Anti-HIV Drug Regimens for Treatment-Naive Patients",NA,2006-03-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),NIH,TRUE,NA,NA,"University of California, San Diego, Division of Infectious Diseases",NA,NA,NA,2002,NA,2006
NCT00053196,2016-06-30,2003-01-27,NA,Interventional,Phase 2,82,Completed,Donor Stem Cell Transplant in Treating Patients With Relapsed Hematologic Cancer,2002-12-01T00:00:00Z,2010-08-01T00:00:00Z,2006-11-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,NA,NA,"University of California, San Diego",NA,NA,NA,2003,2002,2010
NCT00053599,2009-07-24,2003-02-03,NA,Interventional,Phase 3,400,Completed,Cholesterol Lowering Agent to Slow Progression (CLASP) of Alzheimer's Disease Study,2002-12-01T00:00:00Z,2007-10-01T00:00:00Z,2007-10-01T00:00:00Z,FALSE,Randomized,Double,NIH,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2003,2002,2007
NCT00063583,2009-11-03,2003-06-30,NA,Interventional,Phase 1/Phase 2,77,Completed,Pirfenidone: A New Drug to Treat Kidney Disease in Patients With Diabetes,2003-06-01T00:00:00Z,2009-03-01T00:00:00Z,2007-11-01T00:00:00Z,FALSE,Randomized,Triple,INDIV,TRUE,NA,UCSD,NA,NA,NA,UCSD,2003,2003,2009
NCT00067613,2015-06-03,2003-08-25,NA,Interventional,Not Applicable,4095,Completed,Benchmarking Initiative to Reduce Bronchopulmonary Dysplasia,2001-03-01T00:00:00Z,2004-05-01T00:00:00Z,2004-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),NETWORK,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2003,2001,2004
NCT00071591,2013-06-13,2003-10-29,NA,Interventional,Phase 2,240,Completed,Rehabilitative Training for Older People With Schizophrenia,2001-07-01T00:00:00Z,2006-11-01T00:00:00Z,2006-11-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,"University of California, San Diego",NA,NA,NA,NA,"University of California, San Diego",2003,2001,2006
NCT00071604,2013-05-03,2003-10-29,NA,Interventional,Not Applicable,240,Unknown status,Medication Adherence in Older People With Psychosis,2002-09-01T00:00:00Z,2007-05-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,FALSE,NA,"VA San Diego Healthcare System & University of California, San Diego",NA,NA,NA,NA,2003,2002,2007
NCT00074269,2018-04-30,2003-12-10,2014-05-29,Interventional,Phase 2,5,Terminated,"Allogeneic Stem Cell Transplant After ATG, High-Dose Melphalan, and Fludarabine for Patients With Metastatic Breast Cancer",2003-07-01T00:00:00Z,2008-03-01T00:00:00Z,2008-03-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2003,2003,2008
NCT00074737,2014-09-16,2003-12-19,NA,Interventional,Phase 2,53,Completed,Dosing Study of Ara-C/EL625/Idarubicin in Refractory and Relapsed AML,2004-04-01T00:00:00Z,2007-05-01T00:00:00Z,2007-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2003,2004,2007
NCT00081627,2007-11-26,2004-04-15,NA,Interventional,Phase 2,48,Completed,Clinical Trial in Patients With Metastatic Colorectal Cancer,2004-04-01T00:00:00Z,2007-01-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2004,2004,2007
NCT00086359,2021-10-28,2004-06-30,NA,Interventional,Phase 3,19,Completed,Comparison of Anti-HIV Drug Combinations to Prevent Mother-to-Child Transmission of HIV,2004-07-01T00:00:00Z,2007-09-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),NIH,TRUE,NA,NA,"Department of Reproductive Medicine, Division of Perinatal Medicine, University of California, San Diego School of Medicine",NA,NA,NA,2004,2004,2007
NCT00091598,2010-03-04,2004-09-10,NA,Interventional,Phase 3,372,Completed,ARIES - Ambrisentan in Patients With Moderate to Severe Pulmonary Arterial Hypertension (PAH),2004-01-01T00:00:00Z,2006-02-01T00:00:00Z,2006-02-01T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,TRUE,NA,NA,"University of California San Diego, San Diego School of Medicine",NA,NA,NA,2004,2004,2006
NCT00097708,2014-10-01,2004-11-29,2011-09-14,Interventional,Phase 3,511,Completed,Experimental Medication For the Treatment of Generalized Anxiety Disorder,2004-11-01T00:00:00Z,2005-12-01T00:00:00Z,NA,TRUE,Randomized,Double,INDUSTRY,TRUE,NA,NA,"University of California, San Diego",NA,NA,NA,2004,2004,2005
NCT00102908,2008-09-25,2005-02-04,NA,Interventional,Phase 2,30,Unknown status,Bisphosphonate Therapy for HIV-Infected Adults With Decreased Bone Mineral Density,2005-05-01T00:00:00Z,2009-12-01T00:00:00Z,2007-10-01T00:00:00Z,FALSE,Randomized,Double,NIH,FALSE,NA,"University of California, San Diego",NA,NA,NA,"University of California, San Diego",2005,2005,2009
NCT00106860,2008-01-07,2005-03-31,NA,Interventional,Phase 3,158,Completed,A Long-Term Study Continuing on From Study 04-001-01 of an Experimental Medication in Adults With Anxiety Disorder,2005-03-01T00:00:00Z,2006-03-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,NA,"University of California, San Diego",NA,NA,NA,2005,2005,2006
NCT00106964,2017-02-27,2005-04-01,2012-10-26,Interventional,Phase 4,371,Completed,Comparison of Three Hepatitis B Vaccination Regimens in HIV-Positive Youth,2004-01-01T00:00:00Z,2009-06-01T00:00:00Z,2008-01-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2005,2004,2009
NCT00114543,2019-03-20,2005-06-15,NA,Interventional,Phase 3,1974,Completed,"Trial of Aggressive Versus Conservative Phototherapy in Infants <1,000 Grams Birth Weight",2002-09-01T00:00:00Z,2007-11-01T00:00:00Z,2005-04-01T00:00:00Z,FALSE,Randomized,Double,NETWORK,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2005,2002,2007
NCT00117403,2009-04-01,2005-06-30,NA,Interventional,Phase 1,75,Completed,Anti-Oxidant Treatment of Alzheimer's Disease,2006-01-01T00:00:00Z,2007-09-01T00:00:00Z,2007-09-01T00:00:00Z,FALSE,Randomized,Double,NIH,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2005,2006,2007
NCT00135889,2009-10-07,2005-08-24,NA,Interventional,Not Applicable,50,Completed,Continuous Femoral Nerve Block Following Total Knee Replacement,2005-01-01T00:00:00Z,2008-07-01T00:00:00Z,2008-07-01T00:00:00Z,FALSE,Randomized,Double,NIH,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2005,2005,2008
NCT00147966,2010-03-22,2005-09-02,2010-03-19,Interventional,Phase 2,24,Completed,Assessment of Rituximab's Immunomodulatory Synovial Effects (The ARISE Study),2008-06-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego",UCSD CIT,NA,NA,NA,UCSD,2005,2008,2009
NCT00161759,2006-10-19,2005-09-08,NA,Interventional,Phase 1/Phase 2,40,Completed,Safety and Efficacy Study of Fibrin Sealant (FS 4IU) for Skin Graft Fixation and Wound Healing in Subjects With Burn Wounds,2002-03-01T00:00:00Z,2004-01-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2005,2002,2004
NCT00167817,2007-04-18,2005-09-10,NA,Interventional,Phase 4,15,Completed,Effect of Switch to Aripiprazole on Health and Smoking Parameters in Patients With Schizophrenia: A Pilot Study,2003-07-01T00:00:00Z,2005-09-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2005,2003,2005
NCT00183261,2021-10-28,2005-09-13,NA,Interventional,Phase 2,25,Completed,Immune Response to a Therapeutic HIV Vaccine Followed by Treatment Interruption in Patients With Acute or Recent HIV Infection,2006-03-01T00:00:00Z,2010-10-01T00:00:00Z,2007-08-01T00:00:00Z,FALSE,Randomized,Double,NIH,TRUE,NA,NA,"University of California, San Diego AIDS Vaccine Research Center; Departments of Pathology and Medicine, University of California, San Diego",NA,NA,NA,2005,2006,2010
NCT00200967,2017-12-26,2005-09-12,2009-03-05,Interventional,Phase 3,87,Completed,Asthma Clinical Research Network (ACRN) Trial - Long-Acting Beta Agonist Response by Genotype (LARGE),2004-12-01T00:00:00Z,2008-02-01T00:00:00Z,2008-02-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2005,2004,2008
NCT00206830,2015-07-23,2005-09-13,NA,Interventional,Phase 2/Phase 3,306,Completed,SHORTness of Breath In the Emergency Department (SHORTIE),2005-04-01T00:00:00Z,2007-08-01T00:00:00Z,2006-08-01T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,NA,"VA, University of California, San Diego",NA,NA,NA,NA,2005,2005,2007
NCT00214890,2021-09-23,2005-09-20,2020-05-15,Interventional,Phase 2,21,Completed,Viral Dynamics and Pharmacokinetics of Abacavir and Tenofovir,2004-12-07T00:00:00Z,2010-04-27T00:00:00Z,2008-06-26T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Diego",NA,NA,NA,NA,NA,2005,2004,2010
NCT00231296,2017-05-02,2005-09-30,NA,Interventional,Not Applicable,174,Completed,Safety and Efficacy of CryoCor™ Cryoablation for PAF,2004-11-01T00:00:00Z,2009-03-01T00:00:00Z,2009-03-01T00:00:00Z,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, San Diego (UCSD)",NA,NA,NA,NA,2005,2004,2009
NCT00233324,2019-04-16,2005-10-03,2014-11-16,Interventional,Phase 3,1316,Completed,Surfactant Positive Airway Pressure and Pulse Oximetry Trial,2005-02-01T00:00:00Z,2016-08-01T00:00:00Z,2009-02-01T00:00:00Z,TRUE,Randomized,None (Open Label),NETWORK,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2005,2005,2016
NCT00241579,2006-06-21,2005-10-17,NA,Interventional,Phase 1/Phase 2,15,Completed,Analgesic Efficacy of Smoked Cannabis,2002-02-01T00:00:00Z,2004-01-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2005,2002,2004
NCT00245206,2018-12-13,2005-10-25,NA,Interventional,Phase 4,406,Completed,Side Effects of Newer Antipsychotics in Older Adults,2005-08-01T00:00:00Z,2010-10-01T00:00:00Z,2010-10-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2005,2005,2010
NCT00248378,2006-06-21,2005-11-02,NA,Interventional,Phase 1/Phase 2,30,Completed,Short-Term Effects of Medicinal Cannabis Therapy on Spasticity in Multiple Sclerosis,2001-09-01T00:00:00Z,2005-03-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2005,2001,2005
NCT00255580,2008-02-20,2005-11-17,NA,Interventional,Phase 1/Phase 2,28,Completed,Medicinal Cannabis for Painful HIV Neuropathy,2001-09-01T00:00:00Z,2006-11-01T00:00:00Z,2006-11-01T00:00:00Z,FALSE,Randomized,Triple,OTHER,FALSE,NA,"University of California, San Diego",NA,NA,NA,"University of California, San Diego",2005,2001,2006
NCT00255879,2013-06-05,2005-11-16,NA,Interventional,Phase 1,250,Completed,Movement Disorders Caused by Antipsychotic Drugs in Older Patients,1999-01-01T00:00:00Z,2004-08-01T00:00:00Z,2004-08-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2005,1999,2004
NCT00256542,2006-09-28,2005-11-17,NA,Interventional,Phase 2,90,Completed,Study of U101 for Bladder Pain and/or Urgency,2006-01-01T00:00:00Z,2006-09-01T00:00:00Z,NA,FALSE,Randomized,Double,INDUSTRY,TRUE,NA,UCSD,NA,NA,NA,NA,2005,2006,2006
NCT00260533,2016-05-19,2005-11-29,2012-06-13,Interventional,Phase 2/Phase 3,27,Completed,Efficacy and Tolerability of Atomoxetine (Strattera) in Adult Patients With Generalized Social Anxiety Disorder,2005-11-01T00:00:00Z,2008-07-01T00:00:00Z,2008-07-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2005,2005,2008
NCT00271570,2010-06-11,2005-12-30,2009-05-01,Interventional,Phase 1,24,Completed,Infliximab (Remicade) for Patients With Acute Kawasaki Disease,2004-04-01T00:00:00Z,2006-10-01T00:00:00Z,2006-10-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego",UCSD/CHHC,NA,NA,NA,"University of California, San Diego",2005,2004,2006
NCT00272441,2016-07-11,2006-01-03,NA,Interventional,Not Applicable,NA,Completed,Prevention of Early Asthma in Kids (PEAK),2001-01-01T00:00:00Z,2004-09-01T00:00:00Z,NA,FALSE,NA,NA,NIH,TRUE,NA,NA,NA,NA,"University of California, San Diego",NA,2006,2001,2004
NCT00272506,2016-07-11,2006-01-03,NA,Interventional,Phase 3,NA,Completed,Pediatric Asthma Controller Trial (PACT),2002-08-01T00:00:00Z,2004-09-01T00:00:00Z,NA,FALSE,NA,NA,NIH,TRUE,NA,NA,NA,NA,"University of California, San Diego",NA,2006,2002,2004
NCT00281606,2020-06-25,2006-01-23,NA,Interventional,Phase 4,65,Completed,A Multicenter Study to Assess the Tolerability of Once Daily Lopinavir/Ritonavir (LPV/r) Liquid Versus Capsules,2006-02-14T00:00:00Z,2012-06-13T00:00:00Z,2007-10-16T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Diego",NA,NA,NA,NA,"University of California, San Diego",2006,2006,2012
NCT00282841,2019-07-18,2006-01-26,2010-09-27,Interventional,Not Applicable,61,Terminated,Visualization of Cerebral Arteries Using Contrast-Enhanced Transcranial Ultrasound in Stroke Patients,2005-03-01T00:00:00Z,2007-10-01T00:00:00Z,2007-10-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,"University of California, San Diego",UCSD Stroke Center,NA,NA,NA,NA,2006,2005,2007
NCT00283088,2011-01-11,2006-01-26,NA,Interventional,Phase 1,130,Completed,Intravenous Thrombolysis Plus Hypothermia for Acute Treatment of Ischemic Stroke,2003-10-01T00:00:00Z,2009-05-01T00:00:00Z,2008-10-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,"University of California, San Diego","University of California San Diego, Stroke Center",NA,NA,NA,"University of California San Diego, Stroke Center",2006,2003,2009
NCT00283257,2017-06-26,2006-01-25,NA,Interventional,Not Applicable,441,Completed,Simultaneous Care: Linking Palliation to Clinical Trials,2002-02-01T00:00:00Z,2013-12-01T00:00:00Z,2013-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2006,2002,2013
NCT00286780,2010-08-12,2006-02-03,NA,Interventional,Phase 2,19,Completed,Phase 2 Safety and Efficacy Study of AT-101 in Combination With Rituximab in Patients With Chronic Lymphocytic Leukemia,2006-01-01T00:00:00Z,2007-11-01T00:00:00Z,2007-11-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2006,2006,2007
NCT00287235,2017-04-04,2006-02-02,NA,Interventional,Not Applicable,70,Completed,Efficacy of Albumin Dialysis to Treat Patients With Hepatic Encephalopathy Using The Molecular Adsorbent Recirculating System (MARS),2000-09-01T00:00:00Z,2004-04-01T00:00:00Z,2003-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),INDUSTRY,TRUE,NA,University of California San Diego Medical Center (UCSD),NA,NA,NA,NA,2006,2000,2004
NCT00295217,2018-12-19,2006-02-21,NA,Interventional,Phase 3,15,Completed,MR Guided Focused Ultrasound Surgery in the Treatment of Uterine Fibroids: Software V4.2 Validation,2006-02-01T00:00:00Z,2006-10-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2006,2006,2006
NCT00300079,2016-11-17,2006-03-06,NA,Interventional,Phase 4,30,Completed,Study of the Intraocular Pressure (IOP)-Lowering Efficacy of Azopt 1.0% Compared to Timolol 0.5% in Patients With Glaucoma or Ocular Hypertension,2006-09-01T00:00:00Z,2007-09-01T00:00:00Z,2007-09-01T00:00:00Z,FALSE,Randomized,Double,INDUSTRY,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2006,2006,2007
NCT00304538,2006-08-21,2006-03-16,NA,Interventional,Phase 1,10,Completed,"A Study of the Safety, Tolerability, Pharmacokinetics and Pharmacodynamic Activity of Very Low Dose-Glucagon in Subjects With Type 1 Diabetes Mellitus",2006-03-01T00:00:00Z,2006-07-01T00:00:00Z,NA,FALSE,Randomized,Single,INDUSTRY,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2006,2006,2006
NCT00318708,2018-03-22,2006-04-25,2012-04-27,Interventional,Phase 3,92,Completed,Asthma Clinical Research Network (ACRN) Trial - Macrolides in Asthma (MIA),2006-06-01T00:00:00Z,2009-04-01T00:00:00Z,2009-04-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2006,2006,2009
NCT00318747,2013-02-01,2006-04-25,NA,Interventional,Phase 2,140,Terminated,Treatment of Ragweed-Allergic Asthma With an Immunostimulatory Drug,2006-04-01T00:00:00Z,2006-11-01T00:00:00Z,NA,FALSE,Randomized,Double,NIH,TRUE,NA,NA,"University of California, San Diego",NA,NA,NA,2006,2006,2006
NCT00326339,2009-04-16,2006-05-12,NA,Interventional,Phase 2,189,Completed,Treatment of Arthritis With Syk Kinase Inhibition (TASKI-1),2006-08-01T00:00:00Z,2007-12-01T00:00:00Z,2007-10-01T00:00:00Z,FALSE,Randomized,Quadruple,INDUSTRY,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2006,2006,2007
NCT00330980,2014-03-19,2006-05-26,NA,Interventional,Phase 4,1000,Completed,"Effects of Statin Medications on Mental Processes, Behavior, and Serotonin Levels",2000-04-01T00:00:00Z,2004-03-01T00:00:00Z,2004-03-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2006,2000,2004
NCT00331188,2008-07-07,2006-05-26,NA,Interventional,Phase 3,70,Completed,Use of Sanvar® With Endoscopic Treatment for the Control of Acute Variceal Bleeding,2006-05-01T00:00:00Z,2008-07-01T00:00:00Z,2008-06-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, San Diego",NA,NA,NA,NA,2006,2006,2008
NCT00338572,2012-06-07,2006-06-16,NA,Interventional,Not Applicable,185,Completed,Effect of Exercise and Diet on Inflammation in Hypertensive Individuals,2006-06-01T00:00:00Z,2012-04-01T00:00:00Z,2012-04-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego","University of California, San Diego",NA,NA,NA,"University of California, San Diego",2006,2006,2012
NCT00338832,2013-08-06,2006-06-16,NA,Interventional,Phase 3,86,Completed,Effectiveness of a Lifestyle Intervention for Increasing Physical Activity in Adults With Schizophrenia,2006-06-01T00:00:00Z,2011-08-01T00:00:00Z,2011-08-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,NA,"University of California, San Diego",NA,NA,NA,NA,2006,2006,2011
NCT00338845,2013-04-09,2006-06-16,NA,Interventional,Phase 2,1800,Completed,Share Safer Sex Counseling Program for Changing Sexual Risk Behaviors in Mexican Female Sex Workers,2003-12-01T00:00:00Z,2008-11-01T00:00:00Z,2008-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Diego","Dept. of Psychiatry, University of California, San Diego",NA,NA,NA,"University of California, San Diego",2006,2003,2008
NCT00338949,2020-10-05,2006-06-16,2016-05-17,Interventional,Phase 4,77,Completed,Ziprasidone for Improving Insulin Sensitivity in People With Schizophrenia Who Are at Risk for Diabetes,2006-06-01T00:00:00Z,2009-12-01T00:00:00Z,2009-12-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,NA,"University of California, San Diego & VA San Diego Healthcare System",NA,NA,NA,NA,2006,2006,2009
