nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,stanford_lead_sponsor,stanford_principal_investigator,stanford_unspecified_official,stanford_study_director,stanford_sub_investigator,stanford_study_chair,stanford_responsible_party,registration_year,start_year,completion_year
NCT00003545,2013-02-04,1999-11-01,NA,Interventional,Phase 2,35,Completed,506U78 in Treating Patients With Refractory or Relapsed Acute Lymphoblastic Leukemia or Lymphoblastic Lymphoma,1998-08-01T00:00:00Z,NA,2007-03-01T00:00:00Z,FALSE,NA,None (Open Label),NIH,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,1999,1998,NA
NCT00003716,2012-03-17,1999-11-01,NA,Interventional,Phase 2,15,Unknown status,Monoclonal Antibody Therapy in Treating Patients With Lymphoproliferative Disorder Associated With Immunosuppression Therapy,1998-03-01T00:00:00Z,NA,NA,FALSE,NA,NA,OTHER,FALSE,Stanford University,NA,NA,NA,NA,Stanford University,NA,1999,1998,NA
NCT00003801,2009-08-19,1999-11-01,NA,Interventional,Not Applicable,NA,Completed,Health-Related Outcomes in Patients Who Were Previously Treated for Rhabdomyosarcoma,NA,NA,NA,FALSE,NA,NA,NIH,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,1999,NA,NA
NCT00003811,2013-07-03,1999-11-01,NA,Interventional,Phase 2,27,Completed,Combination Chemotherapy Plus Amifostine in Treating Children With Malignant Germ Cell Tumors,2000-04-01T00:00:00Z,2007-09-01T00:00:00Z,2004-10-01T00:00:00Z,FALSE,NA,NA,NETWORK,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,1999,2000,2007
NCT00003820,2017-03-08,1999-11-01,2013-05-29,Interventional,Phase 2,39,Completed,Rituximab in Treating Patients With Hodgkin's Lymphoma,1999-01-01T00:00:00Z,2008-08-01T00:00:00Z,2008-08-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,NA,Stanford University,NA,Stanford University,NA,NA,Stanford University,1999,1999,2008
NCT00003858,2016-07-12,1999-11-01,NA,Interventional,Phase 2,0,Withdrawn,Mitoxantrone Following Surgery in Treating Patients With Prostate Cancer at High Risk for Recurrence,NA,NA,NA,FALSE,NA,None (Open Label),OTHER,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,1999,NA,NA
NCT00004310,2005-06-23,1999-10-18,NA,Interventional,Phase 2,76,Unknown status,Phase II Randomized Study of Intravenous Versus Oral Clomipramine in Patients With Obsessive Compulsive Disorder,1999-10-01T00:00:00Z,NA,NA,FALSE,Randomized,Double,NIH,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,1999,1999,NA
NCT00004380,2005-06-23,1999-10-18,NA,Interventional,Phase 2,1,Completed,Phase II Study of Recombinant Relaxin for Progressive Systemic Sclerosis,1991-12-01T00:00:00Z,1997-12-01T00:00:00Z,NA,FALSE,Non-Randomized,NA,NIH,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,1999,1991,1997
NCT00004816,2005-06-23,2000-02-24,NA,Interventional,Phase 1,25,Completed,A Maintenance Extension of Phase I Pilot Study of Chimeric Anti-CD4 Antibody M-T412 in Patients With Multiple Sclerosis,1995-07-01T00:00:00Z,NA,NA,FALSE,NA,None (Open Label),NIH,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,2000,1995,NA
NCT00005090,2013-01-22,2000-04-06,NA,Interventional,Phase 3,11,Terminated,S9901 Combination Chemotherapy With or Without Peripheral Stem Cell Transplantation in Treating Men With Stage III or Stage IV Hodgkin's Disease,2000-04-01T00:00:00Z,2005-05-01T00:00:00Z,2005-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),NETWORK,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,2000,2000,2005
NCT00005143,2021-02-12,2000-05-25,NA,Observational,NA,2504,Completed,Stanford Five-City Multifactor Risk Reduction Study,1978-07-01T00:00:00Z,1994-07-01T00:00:00Z,1994-07-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,NA,2000,1978,1994
NCT00005169,2005-06-23,2000-05-25,NA,Observational,NA,NA,Completed,Lifestyle and Chronic Disease in College Alumni (Harvard Alumni Health Study),1984-09-01T00:00:00Z,2000-06-01T00:00:00Z,NA,FALSE,NA,NA,NIH,TRUE,NA,NA,Stanford University,NA,NA,NA,NA,2000,1984,2000
NCT00005270,2016-09-01,2000-05-25,NA,Observational,NA,NA,Completed,Family Blood Pressure Program - SAPPHIRe Network,1995-09-01T00:00:00Z,2008-08-01T00:00:00Z,2008-08-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,NA,Stanford University,NA,NA,NA,NA,2000,1995,2008
NCT00005287,2016-01-08,2000-05-25,NA,Observational,NA,NA,Completed,Late Sequelae of Bronchopulmonary Dysplasia,1986-07-01T00:00:00Z,1989-06-01T00:00:00Z,NA,FALSE,NA,NA,OTHER,TRUE,Stanford University,NA,NA,NA,NA,NA,NA,2000,1986,1989
NCT00005419,2016-01-08,2000-05-25,NA,Observational,NA,NA,Completed,"Physical Activity, Hypertension, Diabetes, and Coronary Heart Disease",1992-03-01T00:00:00Z,1994-02-01T00:00:00Z,NA,FALSE,NA,NA,OTHER,TRUE,Stanford University,NA,NA,NA,NA,NA,NA,2000,1992,1994
NCT00005477,2016-01-08,2000-05-25,NA,Observational,NA,NA,Completed,Hispanic and White Women's Cardiovascular Health,1996-09-01T00:00:00Z,1998-08-01T00:00:00Z,NA,FALSE,NA,NA,OTHER,TRUE,Stanford University,NA,NA,NA,NA,NA,NA,2000,1996,1998
NCT00005553,2016-01-08,2000-05-25,NA,Observational,NA,NA,Completed,Prospective Assessment After Pediatric Cardiac Ablation (PAPCA),1998-05-01T00:00:00Z,2004-04-01T00:00:00Z,NA,FALSE,NA,NA,OTHER,TRUE,Stanford University,NA,Stanford University,NA,NA,NA,NA,2000,1998,2004
NCT00005727,2016-08-23,2000-05-25,NA,Interventional,Not Applicable,351,Completed,CVD Nutrition Education,1991-08-01T00:00:00Z,2000-01-01T00:00:00Z,1995-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,Stanford University,NA,NA,NA,NA,NA,Stanford University,2000,1991,2000
NCT00005750,2016-01-08,2000-05-25,NA,Observational,NA,NA,Completed,School and Family-Based Obesity Prevention for Children,1996-04-01T00:00:00Z,2001-03-01T00:00:00Z,NA,FALSE,NA,NA,OTHER,TRUE,Stanford University,NA,NA,NA,NA,NA,NA,2000,1996,2001
NCT00005752,2016-01-08,2000-05-25,NA,Observational,NA,NA,Completed,"Overweight Adults--Ethnic, SES and Behavioral Influences",1999-04-01T00:00:00Z,2002-03-01T00:00:00Z,NA,FALSE,NA,NA,OTHER,TRUE,Stanford University,NA,NA,NA,NA,NA,NA,2000,1999,2002
NCT00005772,2019-03-20,2000-06-01,NA,Interventional,Phase 3,208,Completed,Whole-Body Cooling for Birth Asphyxia in Term Infants,1999-10-01T00:00:00Z,2010-07-01T00:00:00Z,2003-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),NETWORK,TRUE,NA,NA,NA,Stanford University,NA,NA,NA,2000,1999,2010
NCT00005773,2017-09-22,2000-06-01,NA,Interventional,Phase 3,302,Terminated,Early Inhaled Nitric Oxide for Respiratory Failure in Newborns,1998-08-01T00:00:00Z,2003-08-01T00:00:00Z,2001-05-01T00:00:00Z,FALSE,Randomized,Quadruple,NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2000,1998,2003
NCT00005774,2015-06-03,2000-06-01,NA,Interventional,Phase 3,61,Terminated,Early Surfactant to Reduce Use of Mechanical Breathing in Low Birth Weight Infants,2000-05-01T00:00:00Z,2002-07-01T00:00:00Z,2002-07-01T00:00:00Z,FALSE,Randomized,None (Open Label),NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2000,2000,2002
NCT00005775,2015-06-03,2000-06-01,NA,Interventional,Phase 3,1433,Completed,Glutamine Supplementation to Prevent Death or Infection in Extremely Premature Infants,1999-07-01T00:00:00Z,2001-08-01T00:00:00Z,2000-12-01T00:00:00Z,FALSE,Randomized,Quadruple,NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2000,1999,2001
NCT00005776,2017-09-22,2000-06-01,NA,Interventional,Phase 3,235,Terminated,Inhaled Nitric Oxide Study for Respiratory Failure in Newborns,1995-10-01T00:00:00Z,1998-05-01T00:00:00Z,1996-05-01T00:00:00Z,FALSE,Randomized,Quadruple,NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2000,1995,1998
NCT00005777,2015-06-03,2000-06-01,NA,Interventional,Phase 3,220,Terminated,Minimal Breathing Support and Early Steroids to Prevent Chronic Lung Disease in Extremely Premature Infants (SAVE),1998-02-01T00:00:00Z,2002-09-01T00:00:00Z,1998-09-01T00:00:00Z,FALSE,Randomized,Quadruple,NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2000,1998,2002
NCT00005914,2019-04-16,2000-06-15,NA,Observational,NA,2533,Completed,Genetics of Recurrent Early-Onset Depression,1999-10-01T00:00:00Z,2005-10-01T00:00:00Z,2005-10-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,Stanford University,NA,NA,NA,NA,NA,Stanford University,2000,1999,2005
NCT00006009,2013-05-14,2000-07-05,NA,Interventional,Phase 1,NA,Completed,Monoclonal Antibody Therapy in Treating Patients With Advanced or Recurrent Lymphoma,2001-04-01T00:00:00Z,2003-10-01T00:00:00Z,NA,FALSE,NA,NA,OTHER,FALSE,Stanford University,NA,NA,NA,NA,Stanford University,NA,2000,2001,2003
NCT00006020,2015-03-05,2000-07-05,NA,Interventional,Phase 2,35,Completed,S0010 506U78 in Treating Patients With Recurrent or Refractory Acute Lymphocytic Leukemia,2000-07-01T00:00:00Z,2004-07-01T00:00:00Z,2004-06-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),NETWORK,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,2000,2000,2004
NCT00006137,2005-06-23,2000-08-03,NA,Interventional,Not Applicable,43,Completed,Pilot Study of Enalapril and Renal Function in Patients With IgA Nephropathy,2000-05-01T00:00:00Z,NA,NA,FALSE,NA,NA,NIH,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,2000,2000,NA
NCT00006280,2010-03-01,2000-09-11,NA,Interventional,Phase 2,98,Completed,A Study of the Safety and Efficacy of Tobramycin for Inhalation in Young Children With Cystic Fibrosis,2000-02-01T00:00:00Z,2002-02-01T00:00:00Z,NA,FALSE,Randomized,Double,NIH,TRUE,NA,Stanford University/Lucille Packard Children's Health Services at Stanford,NA,NA,NA,NA,NA,2000,2000,2002
NCT00006305,2016-01-12,2000-09-28,2011-01-27,Interventional,Phase 3,2368,Completed,Bypass Angioplasty Revascularization Investigation in Type 2 Diabetes,2000-09-01T00:00:00Z,2009-03-01T00:00:00Z,2008-11-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2000,2000,2009
NCT00006487,2012-10-03,2000-11-06,NA,Interventional,Phase 1,30,Completed,S0004: Combination Chemotherapy Plus Radiation Therapy in Treating Patients With Limited-stage Small Cell Lung Cancer,2000-10-01T00:00:00Z,2004-07-01T00:00:00Z,2004-07-01T00:00:00Z,FALSE,NA,None (Open Label),NETWORK,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,2000,2000,2004
NCT00006721,2021-09-21,2000-12-06,2012-11-02,Interventional,Phase 3,571,"Active, not recruiting",S0016 Combination Chemotherapy With Monoclonal Antibody Therapy in Newly Diagnosed Non-Hodgkin's Lymphoma,2001-03-01T00:00:00Z,2023-06-01T00:00:00Z,2011-09-01T00:00:00Z,TRUE,Randomized,None (Open Label),NETWORK,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,2000,2001,2023
NCT00009620,2019-03-20,2001-02-01,NA,Interventional,Phase 3,610,Completed,Antenatal Phenobarbital to Prevent Neonatal Intracranial Hemorrhage,1993-02-01T00:00:00Z,1997-02-01T00:00:00Z,1995-02-01T00:00:00Z,FALSE,Randomized,Double,NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2001,1993,1997
NCT00009633,2021-10-27,2001-02-01,NA,Observational,NA,68000,Recruiting,Follow-up Visit of High Risk Infants,1993-01-01T00:00:00Z,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,FALSE,NA,NA,NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2001,1993,2023
NCT00009646,2015-06-03,2001-02-01,NA,Interventional,Phase 3,1202,Completed,Trial of Indomethacin Prophylaxis in Preterm Infants (TIPP),1993-11-01T00:00:00Z,2001-03-01T00:00:00Z,1999-03-01T00:00:00Z,FALSE,Randomized,Quadruple,NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2001,1993,2001
NCT00011362,2019-03-20,2001-02-15,NA,Interventional,Phase 3,371,Completed,Dexamethasone Therapy in VLBW Infants at Risk of CLD,1992-09-01T00:00:00Z,1994-04-01T00:00:00Z,1994-01-01T00:00:00Z,FALSE,Randomized,Triple,NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2001,1992,1994
NCT00016523,2017-09-22,2001-05-14,NA,Interventional,Phase 3,420,Terminated,Inhaled Nitric Oxide for Preterm Infants With Severe Respiratory Failure,2001-01-01T00:00:00Z,2006-05-01T00:00:00Z,2003-09-01T00:00:00Z,FALSE,Randomized,Quadruple,NETWORK,TRUE,NA,NA,NA,Stanford University,NA,NA,Stanford University,2001,2001,2006
NCT00022048,2013-05-14,2001-08-10,NA,Interventional,Phase 1/Phase 2,NA,Completed,Bevacizumab in Treating Patients With Myelodysplastic Syndrome,2001-08-01T00:00:00Z,2004-11-01T00:00:00Z,NA,FALSE,NA,NA,OTHER,TRUE,Stanford University,NA,NA,NA,NA,Stanford University,NA,2001,2001,2004
NCT00023530,2016-02-17,2001-09-07,NA,Interventional,Not Applicable,NA,Completed,Blood and Marrow Transplant Clinical Research Network,2001-09-01T00:00:00Z,2006-08-01T00:00:00Z,NA,FALSE,Randomized,Double,NIH,TRUE,NA,NA,Stanford University,NA,NA,NA,NA,2001,2001,2006
NCT00025142,2013-05-14,2001-10-11,NA,Interventional,Phase 2,NA,Completed,Gefitinib and Combination Chemotherapy in Treating Patients With Advanced Solid Tumors or Colorectal Cancer,2001-07-01T00:00:00Z,2006-11-01T00:00:00Z,NA,FALSE,NA,NA,OTHER,FALSE,Stanford University,NA,NA,NA,NA,Stanford University,NA,2001,2001,2006
NCT00026208,2018-06-25,2001-11-09,2018-03-16,Interventional,Phase 2,76,Completed,Combination Chemotherapy Plus Low-Dose Radiation Therapy in Treating Patients With Stage I or Stage IIA Hodgkin's Lymphoma,2001-06-01T00:00:00Z,2017-02-13T00:00:00Z,2013-04-26T00:00:00Z,TRUE,Non-Randomized,None (Open Label),OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,NA,Stanford University,2001,2001,2017
NCT00029991,2006-08-17,2002-01-29,NA,Interventional,Phase 1/Phase 2,100,Completed,Extract of Ginkgo Biloba (EGB 761) and Vascular Function,2000-09-01T00:00:00Z,2005-07-01T00:00:00Z,NA,FALSE,Randomized,Double,NIH,FALSE,NA,Stanford University,NA,NA,NA,NA,NA,2002,2000,2005
NCT00031252,2013-06-24,2002-02-27,NA,Observational,NA,NA,Completed,Neighborhood-Level Influences on All-Cause Mortality,2001-01-01T00:00:00Z,2007-12-01T00:00:00Z,2007-12-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,Stanford University,NA,Stanford University,NA,NA,NA,NA,2002,2001,2007
NCT00032539,2012-03-14,2002-03-27,NA,Observational,NA,240,Completed,EQUIC-CC: Enhancing Quality of Informed Consent - Customized Consent,1999-04-01T00:00:00Z,1999-04-01T00:00:00Z,1999-04-01T00:00:00Z,FALSE,NA,NA,FED,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,2002,1999,1999
NCT00043589,2013-12-03,2002-08-09,NA,Interventional,Not Applicable,200,Completed,Memory and Mental Health in Aging,2002-06-01T00:00:00Z,2007-12-01T00:00:00Z,2006-12-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,Stanford University,NA,NA,NA,NA,NA,NA,2002,2002,2007
NCT00046670,2014-03-04,2002-09-30,NA,Observational,NA,NA,Completed,"Sleep Disordered Breathing, APOE, and Lipid Metabolism",2002-09-01T00:00:00Z,2007-04-01T00:00:00Z,2007-04-01T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,Stanford University,NA,Stanford University,NA,NA,NA,NA,2002,2002,2007
NCT00050570,2020-03-16,2002-12-16,NA,Interventional,Not Applicable,206,Completed,Reducing Eating Disorder Risk Factors,2001-02-01T00:00:00Z,2012-04-30T00:00:00Z,2012-04-30T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,NA,Stanford University,2002,2001,2012
NCT00051363,2018-11-01,2003-01-09,2016-02-29,Interventional,Phase 3,1105,Completed,Apnea Positive Pressure Long-Term Efficacy Study,2002-09-01T00:00:00Z,2008-09-01T00:00:00Z,2008-08-01T00:00:00Z,TRUE,Randomized,Quadruple,OTHER,TRUE,Stanford University,Stanford University,NA,NA,NA,Stanford University,Stanford University,2003,2002,2008
NCT00055120,2014-10-14,2003-02-19,NA,Interventional,Phase 4,283,Completed,When to Start Anti-HIV Drugs in Patients With Opportunistic Infections,2003-03-01T00:00:00Z,2007-08-01T00:00:00Z,2006-09-01T00:00:00Z,FALSE,Randomized,None (Open Label),NIH,TRUE,NA,NA,NA,NA,NA,"Division of Infectious Diseases, Stanford University",NA,2003,2003,2007
NCT00055783,2013-05-14,2003-03-06,NA,Interventional,Phase 2,NA,Completed,Monoclonal Antibody Therapy in Treating Patients With Recurrent Hodgkin's Lymphoma,2002-07-01T00:00:00Z,2003-04-01T00:00:00Z,NA,FALSE,NA,None (Open Label),OTHER,FALSE,Stanford University,NA,NA,NA,NA,Stanford University,NA,2003,2002,2003
NCT00056511,2006-08-16,2003-03-14,NA,Interventional,Phase 2/Phase 3,220,Completed,Comparing Effects of 3 Sources of Garlic on Cholesterol Levels,2002-05-01T00:00:00Z,2005-04-01T00:00:00Z,NA,FALSE,Randomized,Double,NIH,FALSE,NA,Stanford Center for Research in Disease Prevention,NA,NA,NA,NA,NA,2003,2002,2005
NCT00060112,2013-01-24,2003-05-06,NA,Interventional,Phase 1,15,Terminated,Oblimersen and Gemcitabine in Treating Patients With Advanced Solid Tumor or Lymphoma,2003-03-01T00:00:00Z,NA,2009-12-01T00:00:00Z,FALSE,NA,None (Open Label),NIH,FALSE,NA,Stanford University,NA,NA,NA,NA,NA,2003,2003,NA
NCT00060762,2014-05-14,2003-05-12,NA,Interventional,Phase 4,205,Completed,Effectiveness of Binge Eating Disorder Treatments,2002-04-01T00:00:00Z,2007-03-01T00:00:00Z,2007-03-01T00:00:00Z,FALSE,Randomized,Single,OTHER,TRUE,Stanford University,NA,NA,Stanford University,NA,NA,NA,2003,2002,2007
NCT00063063,2021-10-27,2003-06-19,NA,Observational,NA,80000,Recruiting,Generic Database of Very Low Birth Weight Infants,1987-01-01T00:00:00Z,2023-03-01T00:00:00Z,2023-03-01T00:00:00Z,FALSE,NA,NA,NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2003,1987,2023
NCT00067613,2015-06-03,2003-08-25,NA,Interventional,Not Applicable,4095,Completed,Benchmarking Initiative to Reduce Bronchopulmonary Dysplasia,2001-03-01T00:00:00Z,2004-05-01T00:00:00Z,2004-05-01T00:00:00Z,FALSE,Randomized,None (Open Label),NETWORK,TRUE,NA,Stanford University,NA,NA,NA,NA,NA,2003,2001,2004
NCT00070291,2013-02-12,2003-10-03,2013-01-07,Interventional,Phase 2,4,Terminated,Cyclosporine in Treating Patients With Recurrent or Refractory Angioimmunoblastic T-Cell Lymphoma,2005-09-01T00:00:00Z,2011-05-01T00:00:00Z,2009-03-01T00:00:00Z,TRUE,NA,None (Open Label),NETWORK,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,2003,2005,2011
NCT00070681,2016-07-28,2003-10-06,NA,Observational,NA,NA,Completed,Outcomes of Sleep Disorders in Older Men,2003-09-01T00:00:00Z,2007-06-01T00:00:00Z,2007-06-01T00:00:00Z,FALSE,NA,NA,NIH,TRUE,NA,NA,Stanford University,NA,NA,NA,NA,2003,2003,2007
NCT00071578,2013-06-26,2003-10-29,NA,Interventional,Not Applicable,101,Completed,Comparing Two Group Therapy Treatments for Binge Eating Disorder,2003-10-01T00:00:00Z,2007-07-01T00:00:00Z,2007-07-01T00:00:00Z,FALSE,Randomized,Single,OTHER,FALSE,Stanford University,Stanford University Dept of Psychiatry,NA,NA,NA,NA,Stanford University,2003,2003,2007
NCT00074152,2017-05-23,2003-12-10,2015-04-07,Interventional,Phase 3,162,Completed,Adjuvant Chemotherapy in Treating Women Who Have Undergone Resection for Relapsed Breast Cancer; Chemotherapy as Adjuvant for LOcally Recurrent Breast Cancer,2002-07-01T00:00:00Z,2016-08-22T00:00:00Z,2014-02-01T00:00:00Z,TRUE,Randomized,None (Open Label),NETWORK,TRUE,NA,NA,NA,NA,NA,"Stanford Cancer Center, CA, USA",NA,2003,2002,2016
NCT00074412,2021-11-03,2003-12-11,2013-05-30,Interventional,Phase 3,2026,Completed,Using Nevirapine to Prevent Mother-to-Child HIV Transmission During Breastfeeding,2007-01-01T00:00:00Z,2011-11-01T00:00:00Z,2011-09-01T00:00:00Z,TRUE,Randomized,Double,NIH,TRUE,NA,NA,NA,NA,NA,Stanford University,NA,2003,2007,2011
