nct_id,last_update_submitted_date,registration_date,summary_results_date,study_type,phase,enrollment,recruitment_status,title,start_date,completion_date,primary_completion_date,has_summary_results,allocation,masking,main_sponsor,is_multicentric,ucsf_lead_sponsor,ucsf_principal_investigator,ucsf_study_chair,ucsf_study_director,ucsf_unspecified_official,ucsf_responsible_party,registration_year,start_year,completion_year
NCT00004001,2014-02-21,1999-11-01,NA,Interventional,Phase 3,770,Completed,"S9916, Combination Therapy in Treating Patients With Advanced Prostate Cancer That Has Not Responded to Hormone Therapy",1999-10-01T00:00:00Z,2007-01-01T00:00:00Z,2006-07-01T00:00:00Z,FALSE,Randomized,None (Open Label),NETWORK,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,1999,1999,2007
NCT00004259,2019-08-28,2000-01-28,2017-05-25,Interventional,Phase 3,230,Completed,Radiation Therapy Combined With Chemotherapy in Treating Patients With Anaplastic Astrocytoma or Mixed Gliomas,2000-06-01T00:00:00Z,2018-05-14T00:00:00Z,2015-02-01T00:00:00Z,TRUE,Randomized,None (Open Label),NETWORK,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2000,2000,2018
NCT00004297,2005-06-23,1999-10-18,NA,Interventional,Phase 3,210,Completed,Phase III Randomized Study of Diazepam Vs Lorazepam Vs Placebo for Prehospital Treatment of Status Epilepticus,1995-11-01T00:00:00Z,1999-02-01T00:00:00Z,NA,FALSE,Randomized,Double,NIH,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,1999,1995,1999
NCT00004978,2021-11-02,2000-03-10,2011-01-20,Interventional,Phase 3,4150,Completed,An International Study to Evaluate Recombinant Interleukin-2 in HIV Positive Patients Taking Anti-retroviral Therapy,2000-03-01T00:00:00Z,2008-11-01T00:00:00Z,2008-11-01T00:00:00Z,TRUE,Randomized,None (Open Label),NIH,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2000,2000,2008
NCT00005005,2013-02-04,2000-03-24,NA,Interventional,Phase 2,238,Completed,PaTH Study: Parathyroid Hormone and Alendronate for Osteoporosis,1999-10-01T00:00:00Z,2007-11-01T00:00:00Z,2007-11-01T00:00:00Z,FALSE,Randomized,Double,OTHER,TRUE,NA,"University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2000,1999,2007
NCT00005947,2010-10-08,2000-07-05,2010-05-28,Interventional,Phase 3,127,Completed,Vaccine Therapy in Treating Patients With Metastatic Prostate Cancer That Has Not Responded to Hormone Therapy,1999-11-01T00:00:00Z,2004-09-01T00:00:00Z,2004-09-01T00:00:00Z,TRUE,Randomized,Quadruple,INDUSTRY,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2000,1999,2004
NCT00006145,2021-10-28,2000-08-07,NA,Interventional,Phase 3,350,Completed,Preventing Cytomegalovirus (CMV) Organ Damage With Valganciclovir in People With HIV,2000-08-01T00:00:00Z,2006-02-01T00:00:00Z,NA,FALSE,NA,Double,NIH,TRUE,NA,NA,"University of California, San Francisco and San Francisco General Hospital",NA,NA,NA,2000,2000,2006
NCT00006222,2013-05-31,2000-09-11,NA,Interventional,Phase 1,30,Terminated,EMD 121974 in Treating Patients With HIV-Related Kaposi's Sarcoma,2000-09-01T00:00:00Z,2001-03-01T00:00:00Z,2001-03-01T00:00:00Z,FALSE,NA,None (Open Label),NIH,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2000,2000,2001
NCT00020943,2016-07-15,2001-07-11,NA,Interventional,Phase 2,79,Completed,Chemotherapy and Rituximab With Peripheral Stem Cell Transplantation in Treating Patients With Mantle Cell Lymphoma,2001-06-01T00:00:00Z,2009-09-01T00:00:00Z,2006-12-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),OTHER,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2001,2001,2009
NCT00022724,2018-06-22,2001-08-10,NA,Interventional,Phase 1/Phase 2,49,Completed,CCI-779 in Treating Patients With Malignant Glioma,2001-08-27T00:00:00Z,2007-12-15T00:00:00Z,2006-05-04T00:00:00Z,FALSE,Non-Randomized,NA,OTHER,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2001,2001,2007
NCT00023621,2013-06-25,2001-09-13,NA,Interventional,Phase 2,60,Completed,Celecoxib in Preventing Basal Cell Carcinoma in Patients With Basal Cell Nevus Syndrome,2001-02-01T00:00:00Z,2007-07-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,TRUE,"University of California, San Francisco",NA,"University of California, San Francisco",NA,NA,NA,2001,2001,2007
NCT00027573,2016-07-12,2001-12-07,NA,Interventional,Phase 2,36,Completed,Chemotherapy Followed by Peripheral Stem Cell Transplantation in Treating Patients With Metastatic or Unresectable Kidney Cancer,2001-10-01T00:00:00Z,2006-06-01T00:00:00Z,2006-06-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2001,2001,2006
NCT00027625,2018-06-25,2001-12-07,NA,Interventional,Phase 1,NA,Completed,Gefitinib Plus Temozolomide in Treating Patients With Malignant Primary Glioma,2002-01-28T00:00:00Z,2005-11-01T00:00:00Z,2005-03-17T00:00:00Z,FALSE,NA,NA,OTHER,TRUE,NA,NA,UCSF Medical Center at Parnassus,NA,NA,NA,2001,2002,2005
NCT00028964,2011-02-20,2002-01-04,NA,Interventional,Phase 1/Phase 2,NA,Completed,Combination Chemotherapy After Surgery With or Without Chinese Herbal Therapy to Treat Symptoms in Women With Breast Cancer,2001-02-01T00:00:00Z,2005-02-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco",NA,"University of California, San Francisco",NA,NA,NA,2002,2001,2005
NCT00028977,2012-09-13,2002-01-04,NA,Interventional,Phase 1/Phase 2,21,Completed,Herbal Therapy in Treating Women With Metastatic Breast Cancer,2001-08-01T00:00:00Z,2006-04-01T00:00:00Z,2006-04-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,"University of California, San Francisco",NA,"University of California, San Francisco",NA,NA,NA,2002,2001,2006
NCT00029380,2016-07-28,2002-01-10,NA,Interventional,Phase 2,30,Completed,Cord Blood Transplantation for Sickle Cell Anemia and Thalassemia,1999-01-01T00:00:00Z,2006-08-01T00:00:00Z,2006-08-01T00:00:00Z,FALSE,NA,NA,NIH,TRUE,NA,NA,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,2002,1999,2006
NCT00029393,2016-07-28,2002-01-10,NA,Interventional,Phase 2,NA,Completed,Induction of Stable Chimerism for Sickle Cell Anemia,2001-08-01T00:00:00Z,2007-07-01T00:00:00Z,2007-07-01T00:00:00Z,FALSE,NA,None (Open Label),NIH,TRUE,NA,NA,NA,NA,UCSF Benioff Children's Hospital Oakland,NA,2002,2001,2007
NCT00029731,2015-03-24,2002-01-21,NA,Interventional,Phase 2,30,Completed,Arginine Treatment of Acute Chest Syndrome (Pneumonia) in Sickle Cell Disease Patients,2001-08-01T00:00:00Z,2005-07-01T00:00:00Z,NA,FALSE,Non-Randomized,NA,OTHER,FALSE,UCSF Benioff Children's Hospital Oakland,NA,NA,NA,NA,NA,2002,2001,2005
NCT00033163,2021-10-28,2002-04-08,NA,Interventional,Phase 2,90,Completed,A Comparison of Adefovir and Tenofovir for the Treatment of Lamivudine-Resistant Hepatitis B Virus in People With HIV,NA,2005-05-01T00:00:00Z,NA,FALSE,Randomized,NA,NIH,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2002,NA,2005
NCT00037154,2010-01-12,2002-05-16,NA,Interventional,Phase 3,224,Completed,Saw Palmetto Extract in Benign Prostatic Hyperplasia,1999-08-01T00:00:00Z,2002-12-01T00:00:00Z,NA,FALSE,Randomized,Double,NIH,TRUE,NA,"Northern California Kaiser Permanente; University of California, San Francisco; San Francisco Veterans Affairs Medical Center",NA,"University of California, San Francisco; San Francisco Veterans Affairs Medical Center",NA,NA,2002,1999,2002
NCT00039793,2006-08-17,2002-06-11,NA,Interventional,Phase 2,45,Completed,Massage Therapy for Cancer-Related Fatigue,2001-03-01T00:00:00Z,2004-03-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),NIH,FALSE,NA,"Osher Center for Integrative Medicine, University of California, San Francisco",NA,NA,"Osher Center for Integrative Medicine, University of California, San Francisco",NA,2002,2001,2004
NCT00043017,2013-10-07,2002-08-05,NA,Interventional,Phase 2,356,Completed,Magnetic Resonance Imaging in Women Receiving Chemotherapy for Stage III Breast Cancer,2002-05-01T00:00:00Z,2011-03-01T00:00:00Z,2005-05-01T00:00:00Z,FALSE,NA,None (Open Label),NETWORK,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2002,2002,2011
NCT00046709,2013-10-09,2002-10-01,NA,Interventional,Phase 1/Phase 2,16,Terminated,Marijuana for Cancer Pain,2002-09-01T00:00:00Z,2004-10-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),OTHER,FALSE,NA,UCSF Community Consortium,NA,NA,NA,NA,2002,2002,2004
NCT00046722,2007-06-12,2002-10-01,NA,Interventional,Phase 1/Phase 2,50,Completed,Marijuana for HIV-Related Peripheral Neuropathy,2003-01-01T00:00:00Z,2005-04-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,FALSE,NA,UCSF Community Consortium,NA,NA,NA,NA,2002,2003,2005
NCT00046865,2018-11-12,2002-10-03,NA,Interventional,Phase 3,57,Completed,Acupressure in Treating Nausea in Women Receiving Combination Chemotherapy for Breast Cancer,2002-07-01T00:00:00Z,2006-03-23T00:00:00Z,2006-03-23T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2002,2002,2006
NCT00051792,2006-08-16,2003-01-16,NA,Interventional,Phase 1/Phase 2,36,Completed,Yoga for Treating Shortness of Breath in Chronic Obstructive Pulmonary Disease (COPD),2003-01-01T00:00:00Z,2004-07-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),NIH,FALSE,NA,"University of California, San Francisco",NA,NA,NA,NA,2003,2003,2004
NCT00052715,2018-06-22,2003-01-24,2017-01-26,Interventional,Phase 2,31,Terminated,Biological Therapy and Radiation Therapy in Treating Patients With Newly Diagnosed Glioblastoma Multiforme,2002-10-23T00:00:00Z,2009-01-01T00:00:00Z,2006-02-25T00:00:00Z,TRUE,NA,None (Open Label),OTHER,FALSE,NA,"University of California, San Francisco",NA,NA,NA,NA,2003,2002,2009
NCT00053885,2016-06-30,2003-02-05,NA,Interventional,Phase 2,47,Completed,PTK787/ZK 222584 in Treating Patients With Unresectable Malignant Mesothelioma,2003-07-01T00:00:00Z,2006-06-01T00:00:00Z,2005-07-01T00:00:00Z,FALSE,NA,None (Open Label),OTHER,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2003,2003,2006
NCT00058123,2018-07-24,2003-04-07,2016-10-14,Interventional,Phase 2,55,Completed,Poly-ICLC in Treating Patients With Recurrent or Progressive Anaplastic Glioma,2003-03-07T00:00:00Z,2009-01-02T00:00:00Z,2007-10-06T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2003,2003,2009
NCT00062634,2005-06-23,2003-06-09,NA,Interventional,Not Applicable,400,Unknown status,Education Program to Promote Female Condom Use,2003-06-01T00:00:00Z,2005-08-01T00:00:00Z,NA,FALSE,Randomized,Single,NIH,FALSE,NA,"University of California, San Francisco",NA,NA,NA,NA,2003,2003,2005
NCT00064129,2020-07-29,2003-07-08,NA,Interventional,Phase 1,42,Completed,Ipilimumab and Sargramostim in Treating Patients With Metastatic Prostate Cancer,2003-05-13T00:00:00Z,2012-10-01T00:00:00Z,2011-01-10T00:00:00Z,FALSE,NA,None (Open Label),NIH,FALSE,NA,UCSF Medical Center-Mount Zion,NA,NA,NA,NA,2003,2003,2012
NCT00065637,2013-02-04,2003-07-29,NA,Interventional,Phase 3,50,Completed,Once Weekly Parathyroid Hormone for Osteoporosis,2003-12-01T00:00:00Z,2005-09-01T00:00:00Z,2005-09-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,NA,2003,2003,2005
NCT00066950,2014-04-30,2003-08-07,NA,Interventional,Phase 3,361,Completed,Prevention Management Model for Early Childhood Caries (MAYA Project),2003-03-01T00:00:00Z,2005-08-01T00:00:00Z,2005-07-01T00:00:00Z,FALSE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,"University of California, San Francisco",2003,2003,2005
NCT00066963,2014-04-30,2003-08-07,2011-04-05,Interventional,Phase 3,376,Completed,Fluoride Varnish Randomized Clinical Trial,2002-10-01T00:00:00Z,2006-12-01T00:00:00Z,2006-11-01T00:00:00Z,TRUE,Randomized,Double,OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco (now Univ North Carolina)",NA,"University of California, San Francisco (now Univ Calif Los Angeles)",NA,"University of California, San Francisco",2003,2002,2006
NCT00069524,2007-09-25,2003-09-29,NA,Interventional,Phase 1/Phase 2,20,Completed,Antihyperlipidemic Effects of Oyster Mushrooms,2004-06-01T00:00:00Z,2006-05-01T00:00:00Z,NA,FALSE,Non-Randomized,None (Open Label),NIH,FALSE,NA,"University of California, San Francisco",NA,NA,NA,NA,2003,2004,2006
NCT00071240,2009-08-14,2003-10-16,NA,Interventional,Phase 2,22,Completed,Growth Hormone to Increase Immune Function in People With HIV,2002-10-01T00:00:00Z,2007-09-01T00:00:00Z,2007-09-01T00:00:00Z,FALSE,Randomized,None (Open Label),NIH,FALSE,NA,"University of California, San Francisco",NA,NA,NA,"Gladstone Institute of Virology and Immunology, UCSF",2003,2002,2007
NCT00071656,2013-08-06,2003-10-29,NA,Interventional,Not Applicable,60,Completed,Psychosocial Treatment for Attention Deficit Hyperactivity Disorder (ADHD) Type I,2002-09-01T00:00:00Z,2007-06-01T00:00:00Z,NA,FALSE,Randomized,NA,OTHER,FALSE,"University of California, San Francisco",NA,NA,NA,NA,NA,2003,2002,2007
NCT00072046,2016-07-01,2003-11-04,NA,Interventional,Phase 3,732,Completed,Interferon Alfa-2b With or Without Bevacizumab in Treating Patients With Advanced Renal Cell Carcinoma (Kidney Cancer),2003-10-01T00:00:00Z,2012-11-01T00:00:00Z,2004-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2003,2003,2012
NCT00072280,2014-09-16,2003-11-04,2013-09-23,Interventional,Phase 2,7,Terminated,"Surgery and/or Chemotherapy in Treating Children With Infantile, Congenital, or Childhood Fibrosarcoma",2004-11-01T00:00:00Z,2008-03-01T00:00:00Z,2008-03-01T00:00:00Z,TRUE,Non-Randomized,None (Open Label),NETWORK,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2003,2004,2008
NCT00074425,2021-11-03,2003-12-11,NA,Interventional,Phase 2,3101,Completed,BufferGel and PRO 2000/5: Vaginal Gels to Prevent HIV Infection in Women,2005-01-01T00:00:00Z,2008-09-01T00:00:00Z,2008-09-01T00:00:00Z,FALSE,Randomized,Quadruple,NIH,TRUE,NA,NA,"Department of Obstetrics, Gynecology, and Reproductive Sciences, University of California, San Francisco; AIDS Research Institute",NA,NA,NA,2003,2005,2008
NCT00075088,2015-05-15,2004-01-02,2013-06-08,Interventional,Phase 3,794,Completed,Tele-Electrocardiography in Emergency Cardiac Care,2003-09-01T00:00:00Z,2009-06-01T00:00:00Z,2009-06-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2004,2003,2009
NCT00077233,2018-05-11,2004-02-10,NA,Interventional,Phase 3,238,Terminated,FOLFIRI or FOLFOX With or Without Cetuximab in Patients With Metastatic Adenocarcinoma of the Colon or Rectum,2003-12-01T00:00:00Z,2010-06-01T00:00:00Z,2006-12-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2004,2003,2010
NCT00079534,2006-08-16,2004-03-09,NA,Interventional,Not Applicable,150,Completed,Distant Healing for HIV/AIDS,2000-12-01T00:00:00Z,2003-12-01T00:00:00Z,NA,FALSE,Randomized,Double,NIH,FALSE,NA,"University of California, San Francisco",NA,NA,NA,NA,2004,2000,2003
NCT00086385,2015-03-03,2004-07-01,2013-07-29,Interventional,Phase 3,403,Completed,Maintaining Nonsmoking: Older Smokers - 1,2001-09-01T00:00:00Z,2009-03-01T00:00:00Z,2009-03-01T00:00:00Z,TRUE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2004,2001,2009
NCT00087880,2017-01-11,2004-07-15,NA,Interventional,Phase 2,407,Completed,Maintaining Abstinence in Chronic Cigarette Smokers - 1,2002-12-01T00:00:00Z,2009-09-01T00:00:00Z,2005-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),NIH,FALSE,NA,"University of California, San Francisco",NA,NA,NA,NA,2004,2002,2009
NCT00090506,2008-01-23,2004-08-26,NA,Interventional,Phase 1,50,Completed,Yoga for Treating People at Risk for Diabetes or With Both HIV and Depression,2004-07-01T00:00:00Z,2007-03-01T00:00:00Z,2007-03-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),NIH,FALSE,NA,UCSF Positive Health Program,NA,NA,NA,NA,2004,2004,2007
NCT00091390,2020-07-28,2004-09-07,2014-10-31,Interventional,Phase 2,129,Completed,Radiation Therapy in Treating Patients With Stage II or Stage III Prostate Cancer,2004-07-01T00:00:00Z,2016-12-01T00:00:00Z,2008-01-01T00:00:00Z,TRUE,NA,None (Open Label),NETWORK,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2004,2004,2016
NCT00091988,2020-04-14,2004-09-21,NA,Interventional,Not Applicable,338,Completed,Program to Reduce Incontinence by Diet and Exercise,2004-07-01T00:00:00Z,2007-11-01T00:00:00Z,2007-11-01T00:00:00Z,FALSE,Randomized,Single,NIH,TRUE,NA,UCSF Coordinating Center,NA,NA,NA,NA,2004,2004,2007
NCT00094172,2017-03-28,2004-10-14,2011-09-29,Interventional,Phase 2,82,Completed,Atorvastatin (Lipitor) Therapy in Patients With Clinically Isolated Syndrome (CIS) at Risk for Multiple Sclerosis,2005-05-01T00:00:00Z,2009-05-01T00:00:00Z,2009-05-01T00:00:00Z,TRUE,Randomized,Quadruple,NIH,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2004,2005,2009
NCT00094380,2017-01-10,2004-10-16,NA,Interventional,Phase 1/Phase 2,6,Completed,Treating Systemic Lupus Erythematosus (SLE) Patients With CTLA4-IgG4m (RG2077),2004-09-01T00:00:00Z,2006-01-01T00:00:00Z,2006-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),NIH,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2004,2004,2006
NCT00098774,2016-07-01,2004-12-08,2014-06-26,Interventional,Phase 2,47,Completed,Rituximab and Combination Chemotherapy in Treating Patients With Newly Diagnosed Primary CNS Lymphoma,2004-10-01T00:00:00Z,2014-09-01T00:00:00Z,2010-01-01T00:00:00Z,TRUE,NA,None (Open Label),OTHER,TRUE,NA,NA,"University of California, San Francisco",NA,NA,NA,2004,2004,2014
NCT00102401,2007-08-13,2005-01-29,NA,Interventional,Not Applicable,50,Completed,Internet-Based and Established Dyspnea Self-Management Programs in Chronic Obstructive Pulmonary Disease (COPD) Patients,2003-09-01T00:00:00Z,2007-06-01T00:00:00Z,NA,FALSE,Randomized,Single,OTHER,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2005,2003,2007
NCT00108862,2018-09-11,2005-04-19,2011-09-27,Interventional,Phase 4,809,Completed,Immediate Versus Deferred Start of Anti-HIV Therapy in HIV-Infected Adults Being Treated for Tuberculosis,2006-08-01T00:00:00Z,2010-07-01T00:00:00Z,2010-07-01T00:00:00Z,TRUE,Randomized,None (Open Label),NETWORK,TRUE,NA,NA,"San Francisco General Hospital and University of California, San Francisco",NA,NA,NA,2005,2006,2010
NCT00109421,2017-02-27,2005-04-27,NA,Interventional,Not Applicable,420,Completed,Friendship Based HIV/STI (Sexually Transmitted Infections) Intervention for African American Females,2004-11-01T00:00:00Z,2009-11-01T00:00:00Z,2009-11-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,NA,"University of California, San Francisco",NA,NA,NA,NA,2005,2004,2009
NCT00111501,2015-03-05,2005-05-20,NA,Interventional,Phase 3,792,Completed,LGBT Internet Based Smoking Treatment - 1,2002-09-01T00:00:00Z,2009-01-01T00:00:00Z,2009-01-01T00:00:00Z,FALSE,Randomized,None (Open Label),OTHER,FALSE,"University of California, San Francisco","University of California, San Francisco",NA,NA,NA,NA,2005,2002,2009
NCT00112164,2014-03-11,2005-05-27,NA,Interventional,Phase 2,90,Terminated,Activated Protein C to Treat Acute Lung Injuries,2005-01-01T00:00:00Z,2007-02-01T00:00:00Z,NA,FALSE,Randomized,Double,OTHER,TRUE,"University of California, San Francisco",NA,"University of California, San Francisco",NA,NA,NA,2005,2005,2007
NCT00115921,2017-01-11,2005-06-26,NA,Interventional,Not Applicable,540,Completed,Evaluation of Home-Based Management of Fever in Urban Ugandan Children,2005-07-01T00:00:00Z,2007-04-01T00:00:00Z,NA,FALSE,Randomized,None (Open Label),OTHER,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2005,2005,2007
NCT00116376,2015-11-07,2005-06-28,NA,Interventional,Phase 1/Phase 2,64,Completed,Study of AEE788 in Patients With Recurrent/Relapse Glioblastoma Multiforme (GBM),2004-01-01T00:00:00Z,2005-11-01T00:00:00Z,2005-11-01T00:00:00Z,FALSE,Non-Randomized,None (Open Label),INDUSTRY,TRUE,NA,"University of California, San Francisco",NA,NA,NA,NA,2005,2004,2005
